"trial_type","trial_index","plugin_version","time_elapsed","participant","experiment_start_time","experiment_seed","age","sex","art_experience","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","rotation","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_nv","chosen_ang","chosen_curv","chosen_rot","correct","block_failed","blocks_failed_total"
"html-button-response","11","2.1.0","168647","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","32301","
    <div style=""width:800px;"">
      <p>However, there are also <b>attention check trials</b>.</p>
      <p>On these trials, there is <b>exactly one correct odd-one-out</b> (two shapes are identical, and the third looks similar).</p>
      <ul>
        <p>There are several attention check trials in every block</p>
        <p>You must answer at least <b>80%</b> of these correctly in a block to successfully pass that block.</p>
        <p>If you fail <b>3 or more blocks</b>, your data may be <b>rejected</b>, and you may choose to stop the experiment at any time.</p>
      </ul>
      <p>After each block, you will see feedback indicating whether you passed that block.</p>
      <p>Here is an <b>example attention check triplet</b>:</p>
      
  <div style=""display:flex; justify-content:center; gap:20px; margin-top:15px;"">
    <img class=""ooo-img"" src=""images/curv0/stim_nv3_ang90_curv0_rot+180.png""><img class=""ooo-img"" src=""images/curv0/stim_nv3_ang90_curv0_rot+180.png""><img class=""ooo-img"" src=""images/curv1/stim_nv3_ang90_curv1_rot+180.png"">
  </div>

    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","12","2.1.0","179883","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","11234","
    <div style=""width:800px;"">
      <p>You will now complete <b>8 practice trials</b>:</p>
      <ul>
        <p><b>5 practice trials</b> with <b>no obvious correct answer</b>.</p>
        <p><b>3 practice trials</b> that are <b>attention checks</b> with a clearly correct odd-one-out.</p>
      </ul>
      </ul>
      <p>On attention check practice trials, you will be told that it is an attention check.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","13","2.1.0","184129","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","4244","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","practice","0","1","1","practice_ambiguous","1/1/0","+045","[0,8,16]","[{""id"":0,""curv"":0,""nv"":1,""ang"":45},{""id"":8,""curv"":0,""nv"":3,""ang"":135},{""id"":16,""curv"":1,""nv"":3,""ang"":90}]","images/curv0/stim_nv1_ang45_curv0_rot+045.png","images/curv1/stim_nv3_ang90_curv1_rot+045.png","images/curv0/stim_nv3_ang135_curv0_rot+045.png","true","false","null","null","0","images/curv0/stim_nv1_ang45_curv0_rot+045.png","1","45","0","+045","null","",""
"html-button-response","15","2.1.0","187687","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","3555","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","practice","0","2","2","practice_ambiguous","1/1/0","-135","[5,7,24]","[{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":7,""curv"":0,""nv"":3,""ang"":90},{""id"":24,""curv"":2,""nv"":3,""ang"":45}]","images/curv2/stim_nv3_ang45_curv2_rot-135.png","images/curv0/stim_nv3_ang90_curv0_rot-135.png","images/curv0/stim_nv2_ang135_curv0_rot-135.png","true","false","null","null","0","images/curv2/stim_nv3_ang45_curv2_rot-135.png","3","45","2","-135","null","",""
"html-button-response","17","2.1.0","189358","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","1669","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","practice","0","3","3","practice_ambiguous","1/1/0","+045","[6,16,19]","[{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":16,""curv"":1,""nv"":3,""ang"":90},{""id"":19,""curv"":2,""nv"":1,""ang"":90}]","images/curv0/stim_nv3_ang45_curv0_rot+045.png","images/curv1/stim_nv3_ang90_curv1_rot+045.png","images/curv2/stim_nv1_ang90_curv2_rot+045.png","true","false","null","null","2","images/curv2/stim_nv1_ang90_curv2_rot+045.png","1","90","2","+045","null","",""
"html-button-response","19","2.1.0","194905","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","5544","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","2","","","","","practice","0","4","4","practice_catch","3-2-2","+180","[7,7,7]","[{""id"":7,""curv"":0,""nv"":3,""ang"":90},{""id"":7,""curv"":0,""nv"":3,""ang"":90},{""id"":7,""curv"":1,""nv"":3,""ang"":90}]","images/curv0/stim_nv3_ang90_curv0_rot+180.png","images/curv0/stim_nv3_ang90_curv0_rot+180.png","images/curv1/stim_nv3_ang90_curv1_rot+180.png","true","true","2","2","2","images/curv1/stim_nv3_ang90_curv1_rot+180.png","3","90","1","+180","true","",""
"html-button-response","22","2.1.0","198916","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","4010","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","practice","0","5","5","practice_ambiguous","1/1/0","+090","[4,8,10]","[{""id"":4,""curv"":0,""nv"":2,""ang"":90},{""id"":8,""curv"":0,""nv"":3,""ang"":135},{""id"":10,""curv"":1,""nv"":1,""ang"":90}]","images/curv0/stim_nv3_ang135_curv0_rot+090.png","images/curv0/stim_nv2_ang90_curv0_rot+090.png","images/curv1/stim_nv1_ang90_curv1_rot+090.png","true","false","null","null","2","images/curv1/stim_nv1_ang90_curv1_rot+090.png","1","90","1","+090","null","",""
"html-button-response","24","2.1.0","207533","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","8615","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","2","","","","","practice","0","6","6","practice_catch","3-2-2","+180","[12,12,12]","[{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":12,""curv"":2,""nv"":2,""ang"":45}]","images/curv1/stim_nv2_ang45_curv1_rot+180.png","images/curv1/stim_nv2_ang45_curv1_rot+180.png","images/curv2/stim_nv2_ang45_curv2_rot+180.png","true","true","2","2","2","images/curv2/stim_nv2_ang45_curv2_rot+180.png","2","45","2","+180","true","",""
"html-button-response","27","2.1.0","212191","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","4655","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","practice","0","7","7","practice_ambiguous","1/1/0","+000","[6,18,22]","[{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":18,""curv"":2,""nv"":1,""ang"":45},{""id"":22,""curv"":2,""nv"":2,""ang"":90}]","images/curv2/stim_nv2_ang90_curv2_rot+000.png","images/curv2/stim_nv1_ang45_curv2_rot+000.png","images/curv0/stim_nv3_ang45_curv0_rot+000.png","true","false","null","null","2","images/curv0/stim_nv3_ang45_curv0_rot+000.png","3","45","0","+000","null","",""
"html-button-response","29","2.1.0","214197","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","2003","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","2","","","","","practice","0","8","8","practice_catch","3-2-2","+000","[17,17,17]","[{""id"":17,""curv"":1,""nv"":3,""ang"":135},{""id"":17,""curv"":1,""nv"":3,""ang"":135},{""id"":17,""curv"":1,""nv"":3,""ang"":45}]","images/curv1/stim_nv3_ang135_curv1_rot+000.png","images/curv1/stim_nv3_ang135_curv1_rot+000.png","images/curv1/stim_nv3_ang45_curv1_rot+000.png","true","true","2","2","2","images/curv1/stim_nv3_ang45_curv1_rot+000.png","3","45","1","+000","true","",""
"html-button-response","32","2.1.0","218920","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","4721","<p>Practice is complete.</p>
            <p>When you are ready, click below to start the main experiment.</p>
            <p>The main task has <b>9 blocks</b>. You can take short breaks between blocks.</p>
            <p>On all trials, please respond thoughtfully. If you respond too fast, you will see a warning screen.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","33","2.1.0","224824","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","5903","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","1","9","exp_221","2-2-1","+000","[2,11,17]","[{""id"":2,""curv"":0,""nv"":1,""ang"":135},{""id"":11,""curv"":1,""nv"":1,""ang"":135},{""id"":17,""curv"":1,""nv"":3,""ang"":135}]","images/curv1/stim_nv1_ang135_curv1_rot+000.png","images/curv0/stim_nv1_ang135_curv0_rot+000.png","images/curv1/stim_nv3_ang135_curv1_rot+000.png","false","false","null","null","2","images/curv1/stim_nv3_ang135_curv1_rot+000.png","3","135","1","+000","null","",""
"html-button-response","35","2.1.0","228062","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","3237","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","2","10","exp_221","2-2-1","+135","[0,3,18]","[{""id"":0,""curv"":0,""nv"":1,""ang"":45},{""id"":3,""curv"":0,""nv"":2,""ang"":45},{""id"":18,""curv"":2,""nv"":1,""ang"":45}]","images/curv2/stim_nv1_ang45_curv2_rot+135.png","images/curv0/stim_nv1_ang45_curv0_rot+135.png","images/curv0/stim_nv2_ang45_curv0_rot+135.png","false","false","null","null","0","images/curv2/stim_nv1_ang45_curv2_rot+135.png","1","45","2","+135","null","",""
"html-button-response","37","2.1.0","232312","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","4247","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","3","11","exp_221","2-2-1","-135","[6,12,15]","[{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":15,""curv"":1,""nv"":3,""ang"":45}]","images/curv1/stim_nv2_ang45_curv1_rot-135.png","images/curv1/stim_nv3_ang45_curv1_rot-135.png","images/curv0/stim_nv3_ang45_curv0_rot-135.png","false","false","null","null","2","images/curv0/stim_nv3_ang45_curv0_rot-135.png","3","45","0","-135","null","",""
"html-button-response","39","2.1.0","236958","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","4644","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","4","12","exp_221","2-2-1","+135","[9,12,14]","[{""id"":9,""curv"":1,""nv"":1,""ang"":45},{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":14,""curv"":1,""nv"":2,""ang"":135}]","images/curv1/stim_nv2_ang45_curv1_rot+135.png","images/curv1/stim_nv2_ang135_curv1_rot+135.png","images/curv1/stim_nv1_ang45_curv1_rot+135.png","false","false","null","null","2","images/curv1/stim_nv1_ang45_curv1_rot+135.png","1","45","1","+135","null","",""
"html-button-response","41","2.1.0","242391","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","5431","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","5","13","exp_221","2-2-1","-045","[6,18,24]","[{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":18,""curv"":2,""nv"":1,""ang"":45},{""id"":24,""curv"":2,""nv"":3,""ang"":45}]","images/curv2/stim_nv3_ang45_curv2_rot-045.png","images/curv2/stim_nv1_ang45_curv2_rot-045.png","images/curv0/stim_nv3_ang45_curv0_rot-045.png","false","false","null","null","2","images/curv0/stim_nv3_ang45_curv0_rot-045.png","3","45","0","-045","null","",""
"html-button-response","43","2.1.0","247258","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","4865","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","6","14","exp_221","2-2-1","-090","[9,15,16]","[{""id"":9,""curv"":1,""nv"":1,""ang"":45},{""id"":15,""curv"":1,""nv"":3,""ang"":45},{""id"":16,""curv"":1,""nv"":3,""ang"":90}]","images/curv1/stim_nv1_ang45_curv1_rot-090.png","images/curv1/stim_nv3_ang45_curv1_rot-090.png","images/curv1/stim_nv3_ang90_curv1_rot-090.png","false","false","null","null","0","images/curv1/stim_nv1_ang45_curv1_rot-090.png","1","45","1","-090","null","",""
"html-button-response","45","2.1.0","250176","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","2916","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","7","15","exp_221","2-2-1","+045","[16,19,25]","[{""id"":16,""curv"":1,""nv"":3,""ang"":90},{""id"":19,""curv"":2,""nv"":1,""ang"":90},{""id"":25,""curv"":2,""nv"":3,""ang"":90}]","images/curv2/stim_nv1_ang90_curv2_rot+045.png","images/curv2/stim_nv3_ang90_curv2_rot+045.png","images/curv1/stim_nv3_ang90_curv1_rot+045.png","false","false","null","null","0","images/curv2/stim_nv1_ang90_curv2_rot+045.png","1","90","2","+045","null","",""
"html-button-response","47","2.1.0","257121","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","6943","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","8","16","exp_111","1-1-1","-135","[4,6,16]","[{""id"":4,""curv"":0,""nv"":2,""ang"":90},{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":16,""curv"":1,""nv"":3,""ang"":90}]","images/curv1/stim_nv3_ang90_curv1_rot-135.png","images/curv0/stim_nv3_ang45_curv0_rot-135.png","images/curv0/stim_nv2_ang90_curv0_rot-135.png","false","false","null","null","0","images/curv1/stim_nv3_ang90_curv1_rot-135.png","3","90","1","-135","null","",""
"html-button-response","49","2.1.0","264004","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","6880","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","9","17","exp_111","1-1-1","+090","[0,4,10]","[{""id"":0,""curv"":0,""nv"":1,""ang"":45},{""id"":4,""curv"":0,""nv"":2,""ang"":90},{""id"":10,""curv"":1,""nv"":1,""ang"":90}]","images/curv1/stim_nv1_ang90_curv1_rot+090.png","images/curv0/stim_nv1_ang45_curv0_rot+090.png","images/curv0/stim_nv2_ang90_curv0_rot+090.png","false","false","null","null","0","images/curv1/stim_nv1_ang90_curv1_rot+090.png","1","90","1","+090","null","",""
"html-button-response","51","2.1.0","272512","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","8504","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","10","18","exp_111","1-1-1","+045","[1,3,22]","[{""id"":1,""curv"":0,""nv"":1,""ang"":90},{""id"":3,""curv"":0,""nv"":2,""ang"":45},{""id"":22,""curv"":2,""nv"":2,""ang"":90}]","images/curv2/stim_nv2_ang90_curv2_rot+045.png","images/curv0/stim_nv2_ang45_curv0_rot+045.png","images/curv0/stim_nv1_ang90_curv0_rot+045.png","false","false","null","null","0","images/curv2/stim_nv2_ang90_curv2_rot+045.png","2","90","2","+045","null","",""
"html-button-response","53","2.1.0","276333","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","3819","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","11","19","catch","3-2-2","+135","[16,16,16]","[{""id"":16,""curv"":1,""nv"":3,""ang"":90},{""id"":16,""curv"":1,""nv"":3,""ang"":90},{""id"":16,""curv"":1,""nv"":1,""ang"":90}]","images/curv1/stim_nv1_ang90_curv1_rot+135.png","images/curv1/stim_nv3_ang90_curv1_rot+135.png","images/curv1/stim_nv3_ang90_curv1_rot+135.png","false","true","0","0","0","images/curv1/stim_nv1_ang90_curv1_rot+135.png","1","90","1","+135","true","",""
"html-button-response","55","2.1.0","278789","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","2452","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","12","20","exp_221","2-2-1","+045","[11,18,20]","[{""id"":11,""curv"":1,""nv"":1,""ang"":135},{""id"":18,""curv"":2,""nv"":1,""ang"":45},{""id"":20,""curv"":2,""nv"":1,""ang"":135}]","images/curv1/stim_nv1_ang135_curv1_rot+045.png","images/curv2/stim_nv1_ang45_curv2_rot+045.png","images/curv2/stim_nv1_ang135_curv2_rot+045.png","false","false","null","null","1","images/curv2/stim_nv1_ang45_curv2_rot+045.png","1","45","2","+045","null","",""
"html-button-response","57","2.1.0","284963","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","6171","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","13","21","exp_111","1-1-1","-135","[6,12,16]","[{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":16,""curv"":1,""nv"":3,""ang"":90}]","images/curv1/stim_nv2_ang45_curv1_rot-135.png","images/curv1/stim_nv3_ang90_curv1_rot-135.png","images/curv0/stim_nv3_ang45_curv0_rot-135.png","false","false","null","null","0","images/curv1/stim_nv2_ang45_curv1_rot-135.png","2","45","1","-135","null","",""
"html-button-response","59","2.1.0","287641","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","2676","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","14","22","exp_221","2-2-1","+135","[9,10,19]","[{""id"":9,""curv"":1,""nv"":1,""ang"":45},{""id"":10,""curv"":1,""nv"":1,""ang"":90},{""id"":19,""curv"":2,""nv"":1,""ang"":90}]","images/curv1/stim_nv1_ang90_curv1_rot+135.png","images/curv1/stim_nv1_ang45_curv1_rot+135.png","images/curv2/stim_nv1_ang90_curv2_rot+135.png","false","false","null","null","1","images/curv1/stim_nv1_ang45_curv1_rot+135.png","1","45","1","+135","null","",""
"html-button-response","61","2.1.0","291492","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","3850","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","15","23","catch","3-2-2","+090","[20,20,20]","[{""id"":20,""curv"":2,""nv"":1,""ang"":135},{""id"":20,""curv"":2,""nv"":1,""ang"":135},{""id"":20,""curv"":1,""nv"":1,""ang"":135}]","images/curv2/stim_nv1_ang135_curv2_rot+090.png","images/curv2/stim_nv1_ang135_curv2_rot+090.png","images/curv1/stim_nv1_ang135_curv1_rot+090.png","false","true","2","2","2","images/curv1/stim_nv1_ang135_curv1_rot+090.png","1","135","1","+090","true","",""
"html-button-response","63","2.1.0","301995","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","10500","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","16","24","exp_221","2-2-1","+180","[22,24,25]","[{""id"":22,""curv"":2,""nv"":2,""ang"":90},{""id"":24,""curv"":2,""nv"":3,""ang"":45},{""id"":25,""curv"":2,""nv"":3,""ang"":90}]","images/curv2/stim_nv3_ang45_curv2_rot+180.png","images/curv2/stim_nv3_ang90_curv2_rot+180.png","images/curv2/stim_nv2_ang90_curv2_rot+180.png","false","false","null","null","0","images/curv2/stim_nv3_ang45_curv2_rot+180.png","3","45","2","+180","null","",""
"html-button-response","65","2.1.0","304512","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","2515","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","17","25","exp_111","1-1-1","+180","[1,3,8]","[{""id"":1,""curv"":0,""nv"":1,""ang"":90},{""id"":3,""curv"":0,""nv"":2,""ang"":45},{""id"":8,""curv"":0,""nv"":3,""ang"":135}]","images/curv0/stim_nv1_ang90_curv0_rot+180.png","images/curv0/stim_nv3_ang135_curv0_rot+180.png","images/curv0/stim_nv2_ang45_curv0_rot+180.png","false","false","null","null","2","images/curv0/stim_nv2_ang45_curv0_rot+180.png","2","45","0","+180","null","",""
"html-button-response","67","2.1.0","308021","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","3507","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","18","26","exp_111","1-1-1","+045","[9,16,19]","[{""id"":9,""curv"":1,""nv"":1,""ang"":45},{""id"":16,""curv"":1,""nv"":3,""ang"":90},{""id"":19,""curv"":2,""nv"":1,""ang"":90}]","images/curv2/stim_nv1_ang90_curv2_rot+045.png","images/curv1/stim_nv1_ang45_curv1_rot+045.png","images/curv1/stim_nv3_ang90_curv1_rot+045.png","false","false","null","null","1","images/curv1/stim_nv1_ang45_curv1_rot+045.png","1","45","1","+045","null","",""
"html-button-response","69","2.1.0","312642","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","4618","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","19","27","exp_111","1-1-1","+000","[6,17,25]","[{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":17,""curv"":1,""nv"":3,""ang"":135},{""id"":25,""curv"":2,""nv"":3,""ang"":90}]","images/curv2/stim_nv3_ang90_curv2_rot+000.png","images/curv0/stim_nv3_ang45_curv0_rot+000.png","images/curv1/stim_nv3_ang135_curv1_rot+000.png","false","false","null","null","1","images/curv0/stim_nv3_ang45_curv0_rot+000.png","3","45","0","+000","null","",""
"html-button-response","71","2.1.0","316287","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","3642","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","20","28","exp_111","1-1-1","+090","[0,5,7]","[{""id"":0,""curv"":0,""nv"":1,""ang"":45},{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":7,""curv"":0,""nv"":3,""ang"":90}]","images/curv0/stim_nv2_ang135_curv0_rot+090.png","images/curv0/stim_nv1_ang45_curv0_rot+090.png","images/curv0/stim_nv3_ang90_curv0_rot+090.png","false","false","null","null","1","images/curv0/stim_nv1_ang45_curv0_rot+090.png","1","45","0","+090","null","",""
"html-button-response","73","2.1.0","318066","909758","1764898658001","232686512","21","Male","No experience","","","","","","","","","","","","","","","","","1775","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","21","29","exp_221","2-2-1","-135","[14,21,23]","[{""id"":14,""curv"":1,""nv"":2,""ang"":135},{""id"":21,""curv"":2,""nv"":2,""ang"":45},{""id"":23,""curv"":2,""nv"":2,""ang"":135}]","images/curv2/stim_nv2_ang45_curv2_rot-135.png","images/curv2/stim_nv2_ang135_curv2_rot-135.png","images/curv1/stim_nv2_ang135_curv1_rot-135.png","false","false","null","null","0","images/curv2/stim_nv2_ang45_curv2_rot-135.png","2","45","2","-135","null","",""
