"trial_type","trial_index","plugin_version","time_elapsed","participant","experiment_seed","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","seeds","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_range","chosen_N","chosen_curv","chosen_seed","correct","block_failed","blocks_failed_total"
"html-button-response","20","2.1.0","130603","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","2149","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","0","","","","","practice","0","4","4","practice_catch","3-2-2","[9,9,7]","[18,18,18]","[{""id"":18,""curv"":2,""nv"":9,""range"":12},{""id"":18,""curv"":2,""nv"":9,""range"":12},{""id"":18,""curv"":2,""nv"":9,""range"":25}]","practice_images/circle_rng25_N9_curv2_seed7.png","practice_images/circle_rng12_N9_curv2_seed9.png","practice_images/circle_rng12_N9_curv2_seed9.png","true","true","0","0","0","practice_images/circle_rng25_N9_curv2_seed7.png","25","9","2","7","true","",""
"html-button-response","23","2.1.0","136021","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","5415","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","5","5","practice_ambiguous","1/1/0","[9,7,26]","[4,14,15]","[{""id"":4,""curv"":0,""nv"":18,""range"":25},{""id"":14,""curv"":1,""nv"":18,""range"":45},{""id"":15,""curv"":1,""nv"":27,""range"":12}]","practice_images/circle_rng12_N27_curv1_seed26.png","practice_images/circle_rng45_N18_curv1_seed7.png","practice_images/circle_rng25_N18_curv0_seed9.png","true","false","null","null","1","practice_images/circle_rng45_N18_curv1_seed7.png","45","18","1","7","null","",""
"html-button-response","25","2.1.0","150569","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","14542","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","practice","0","6","6","practice_ambiguous","1/1/0","[7,9,26]","[0,15,25]","[{""id"":0,""curv"":0,""nv"":9,""range"":12},{""id"":15,""curv"":1,""nv"":27,""range"":12},{""id"":25,""curv"":2,""nv"":27,""range"":25}]","practice_images/circle_rng12_N9_curv0_seed7.png","practice_images/circle_rng25_N27_curv2_seed26.png","practice_images/circle_rng12_N27_curv1_seed9.png","true","false","null","null","0","practice_images/circle_rng12_N9_curv0_seed7.png","12","9","0","7","null","",""
"html-button-response","27","2.1.0","159887","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","9315","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","7","7","practice_ambiguous","1/1/0","[26,7,9]","[1,8,23]","[{""id"":1,""curv"":0,""nv"":9,""range"":25},{""id"":8,""curv"":0,""nv"":27,""range"":45},{""id"":23,""curv"":2,""nv"":18,""range"":45}]","practice_images/circle_rng45_N18_curv2_seed9.png","practice_images/circle_rng45_N27_curv0_seed7.png","practice_images/circle_rng25_N9_curv0_seed26.png","true","false","null","null","1","practice_images/circle_rng45_N27_curv0_seed7.png","45","27","0","7","null","",""
"html-button-response","29","2.1.0","161886","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","1997","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","0","","","","","practice","0","8","8","practice_catch","3-2-2","[26,26,7]","[3,3,3]","[{""id"":3,""curv"":0,""nv"":18,""range"":12},{""id"":3,""curv"":0,""nv"":18,""range"":12},{""id"":3,""curv"":1,""nv"":18,""range"":12}]","practice_images/circle_rng12_N18_curv1_seed7.png","practice_images/circle_rng12_N18_curv0_seed26.png","practice_images/circle_rng12_N18_curv0_seed26.png","true","true","0","0","0","practice_images/circle_rng12_N18_curv1_seed7.png","12","18","1","7","true","",""
"html-button-response","32","2.1.0","169339","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","7451","<p>Practice is complete.</p>
            <p>When you are ready, click below to start the main experiment.</p>
            <p>The main task has <b>9 blocks</b>. You can take short breaks between blocks.</p>
            <p>On all trials, please respond thoughtfully and <b>pick the odd-one-out based on curvature.</b></p>
            <p>If you respond too fast, you will see a warning screen.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","33","2.1.0","173587","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","4247","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","1","9","exp_221","2-2-1","[10,13,18]","[9,18,20]","[{""id"":9,""curv"":1,""nv"":9,""range"":12},{""id"":18,""curv"":2,""nv"":9,""range"":12},{""id"":20,""curv"":2,""nv"":9,""range"":45}]","images/circle_rng12_N9_curv2_seed13.png","images/circle_rng45_N9_curv2_seed18.png","images/circle_rng12_N9_curv1_seed10.png","false","false","null","null","1","images/circle_rng45_N9_curv2_seed18.png","45","9","2","18","null","",""
"html-button-response","35","2.1.0","176503","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","2913","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","2","10","catch","3-2-2","[10,10,13]","[2,2,2]","[{""id"":2,""curv"":0,""nv"":9,""range"":45},{""id"":2,""curv"":0,""nv"":9,""range"":45},{""id"":2,""curv"":0,""nv"":9,""range"":25}]","images/circle_rng45_N9_curv0_seed10.png","images/circle_rng45_N9_curv0_seed10.png","images/circle_rng25_N9_curv0_seed13.png","false","true","2","2","2","images/circle_rng25_N9_curv0_seed13.png","25","9","0","13","true","",""
"html-button-response","37","2.1.0","183337","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","6833","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","3","11","exp_221","2-2-1","[13,10,18]","[2,19,20]","[{""id"":2,""curv"":0,""nv"":9,""range"":45},{""id"":19,""curv"":2,""nv"":9,""range"":25},{""id"":20,""curv"":2,""nv"":9,""range"":45}]","images/circle_rng45_N9_curv0_seed13.png","images/circle_rng25_N9_curv2_seed10.png","images/circle_rng45_N9_curv2_seed18.png","false","false","null","null","0","images/circle_rng45_N9_curv0_seed13.png","45","9","0","13","null","",""
"html-button-response","39","2.1.0","190553","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","7214","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","4","12","exp_221","2-2-1","[13,18,10]","[1,7,19]","[{""id"":1,""curv"":0,""nv"":9,""range"":25},{""id"":7,""curv"":0,""nv"":27,""range"":25},{""id"":19,""curv"":2,""nv"":9,""range"":25}]","images/circle_rng25_N9_curv0_seed13.png","images/circle_rng25_N9_curv2_seed10.png","images/circle_rng25_N27_curv0_seed18.png","false","false","null","null","2","images/circle_rng25_N27_curv0_seed18.png","25","27","0","18","null","",""
"html-button-response","41","2.1.0","194604","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","4049","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","5","13","exp_221","2-2-1","[18,13,10]","[5,14,17]","[{""id"":5,""curv"":0,""nv"":18,""range"":45},{""id"":14,""curv"":1,""nv"":18,""range"":45},{""id"":17,""curv"":1,""nv"":27,""range"":45}]","images/circle_rng45_N27_curv1_seed10.png","images/circle_rng45_N18_curv1_seed13.png","images/circle_rng45_N18_curv0_seed18.png","false","false","null","null","1","images/circle_rng45_N18_curv1_seed13.png","45","18","1","13","null","",""
"html-button-response","43","2.1.0","205370","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","10764","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","6","14","exp_111","1-1-1","[18,10,13]","[3,8,24]","[{""id"":3,""curv"":0,""nv"":18,""range"":12},{""id"":8,""curv"":0,""nv"":27,""range"":45},{""id"":24,""curv"":2,""nv"":27,""range"":12}]","images/circle_rng45_N27_curv0_seed10.png","images/circle_rng12_N27_curv2_seed13.png","images/circle_rng12_N18_curv0_seed18.png","false","false","null","null","0","images/circle_rng45_N27_curv0_seed10.png","45","27","0","10","null","",""
"html-button-response","45","2.1.0","212604","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","7232","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","7","15","exp_221","2-2-1","[18,13,10]","[0,6,8]","[{""id"":0,""curv"":0,""nv"":9,""range"":12},{""id"":6,""curv"":0,""nv"":27,""range"":12},{""id"":8,""curv"":0,""nv"":27,""range"":45}]","images/circle_rng12_N27_curv0_seed13.png","images/circle_rng45_N27_curv0_seed10.png","images/circle_rng12_N9_curv0_seed18.png","false","false","null","null","1","images/circle_rng45_N27_curv0_seed10.png","45","27","0","10","null","",""
"html-button-response","47","2.1.0","216503","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","3897","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","8","16","exp_221","2-2-1","[13,10,18]","[2,10,11]","[{""id"":2,""curv"":0,""nv"":9,""range"":45},{""id"":10,""curv"":1,""nv"":9,""range"":25},{""id"":11,""curv"":1,""nv"":9,""range"":45}]","images/circle_rng25_N9_curv1_seed10.png","images/circle_rng45_N9_curv1_seed18.png","images/circle_rng45_N9_curv0_seed13.png","false","false","null","null","2","images/circle_rng45_N9_curv0_seed13.png","45","9","0","13","null","",""
"html-button-response","49","2.1.0","227536","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","11032","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","9","17","exp_221","2-2-1","[10,13,18]","[3,5,14]","[{""id"":3,""curv"":0,""nv"":18,""range"":12},{""id"":5,""curv"":0,""nv"":18,""range"":45},{""id"":14,""curv"":1,""nv"":18,""range"":45}]","images/circle_rng45_N18_curv0_seed13.png","images/circle_rng45_N18_curv1_seed18.png","images/circle_rng12_N18_curv0_seed10.png","false","false","null","null","2","images/circle_rng12_N18_curv0_seed10.png","12","18","0","10","null","",""
"html-button-response","51","2.1.0","232937","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","5399","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","10","18","exp_221","2-2-1","[10,18,13]","[9,10,18]","[{""id"":9,""curv"":1,""nv"":9,""range"":12},{""id"":10,""curv"":1,""nv"":9,""range"":25},{""id"":18,""curv"":2,""nv"":9,""range"":12}]","images/circle_rng12_N9_curv1_seed10.png","images/circle_rng12_N9_curv2_seed13.png","images/circle_rng25_N9_curv1_seed18.png","false","false","null","null","2","images/circle_rng25_N9_curv1_seed18.png","25","9","1","18","null","",""
"html-button-response","53","2.1.0","244938","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","11999","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","11","19","exp_221","2-2-1","[13,18,10]","[5,8,14]","[{""id"":5,""curv"":0,""nv"":18,""range"":45},{""id"":8,""curv"":0,""nv"":27,""range"":45},{""id"":14,""curv"":1,""nv"":18,""range"":45}]","images/circle_rng45_N18_curv0_seed13.png","images/circle_rng45_N27_curv0_seed18.png","images/circle_rng45_N18_curv1_seed10.png","false","false","null","null","0","images/circle_rng45_N18_curv0_seed13.png","45","18","0","13","null","",""
"html-button-response","55","2.1.0","248287","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","3347","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","12","20","exp_221","2-2-1","[13,18,10]","[9,10,15]","[{""id"":9,""curv"":1,""nv"":9,""range"":12},{""id"":10,""curv"":1,""nv"":9,""range"":25},{""id"":15,""curv"":1,""nv"":27,""range"":12}]","images/circle_rng12_N9_curv1_seed13.png","images/circle_rng12_N27_curv1_seed10.png","images/circle_rng25_N9_curv1_seed18.png","false","false","null","null","1","images/circle_rng12_N27_curv1_seed10.png","12","27","1","10","null","",""
"html-button-response","57","2.1.0","254554","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","6264","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","13","21","exp_221","2-2-1","[10,18,13]","[0,18,21]","[{""id"":0,""curv"":0,""nv"":9,""range"":12},{""id"":18,""curv"":2,""nv"":9,""range"":12},{""id"":21,""curv"":2,""nv"":18,""range"":12}]","images/circle_rng12_N9_curv2_seed18.png","images/circle_rng12_N18_curv2_seed13.png","images/circle_rng12_N9_curv0_seed10.png","false","false","null","null","1","images/circle_rng12_N18_curv2_seed13.png","12","18","2","13","null","",""
"html-button-response","59","2.1.0","260154","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","5598","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","14","22","exp_221","2-2-1","[13,10,18]","[18,19,21]","[{""id"":18,""curv"":2,""nv"":9,""range"":12},{""id"":19,""curv"":2,""nv"":9,""range"":25},{""id"":21,""curv"":2,""nv"":18,""range"":12}]","images/circle_rng12_N18_curv2_seed18.png","images/circle_rng12_N9_curv2_seed13.png","images/circle_rng25_N9_curv2_seed10.png","false","false","null","null","0","images/circle_rng12_N18_curv2_seed18.png","12","18","2","18","null","",""
"html-button-response","61","2.1.0","263854","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","3698","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","15","23","exp_221","2-2-1","[10,13,18]","[0,1,18]","[{""id"":0,""curv"":0,""nv"":9,""range"":12},{""id"":1,""curv"":0,""nv"":9,""range"":25},{""id"":18,""curv"":2,""nv"":9,""range"":12}]","images/circle_rng25_N9_curv0_seed13.png","images/circle_rng12_N9_curv2_seed18.png","images/circle_rng12_N9_curv0_seed10.png","false","false","null","null","0","images/circle_rng25_N9_curv0_seed13.png","25","9","0","13","null","",""
"html-button-response","63","2.1.0","271070","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","7215","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","16","24","exp_221","2-2-1","[13,10,18]","[3,4,22]","[{""id"":3,""curv"":0,""nv"":18,""range"":12},{""id"":4,""curv"":0,""nv"":18,""range"":25},{""id"":22,""curv"":2,""nv"":18,""range"":25}]","images/circle_rng25_N18_curv0_seed10.png","images/circle_rng25_N18_curv2_seed18.png","images/circle_rng12_N18_curv0_seed13.png","false","false","null","null","0","images/circle_rng25_N18_curv0_seed10.png","25","18","0","10","null","",""
"html-button-response","65","2.1.0","276771","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","5699","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","17","25","exp_111","1-1-1","[13,18,10]","[5,22,26]","[{""id"":5,""curv"":0,""nv"":18,""range"":45},{""id"":22,""curv"":2,""nv"":18,""range"":25},{""id"":26,""curv"":2,""nv"":27,""range"":45}]","images/circle_rng25_N18_curv2_seed18.png","images/circle_rng45_N18_curv0_seed13.png","images/circle_rng45_N27_curv2_seed10.png","false","false","null","null","1","images/circle_rng45_N18_curv0_seed13.png","45","18","0","13","null","",""
"html-button-response","67","2.1.0","280771","67909","80926993","18","Male","Limited, occasional experience","Often orientation/direction of shapes/large curves or the the average height of spikes were strong influences on my choices","","","","","","","","","","","","","","","","","3998","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","18","26","exp_111","1-1-1","[13,18,10]","[13,15,21]","[{""id"":13,""curv"":1,""nv"":18,""range"":25},{""id"":15,""curv"":1,""nv"":27,""range"":12},{""id"":21,""curv"":2,""nv"":18,""range"":12}]","images/circle_rng12_N27_curv1_seed18.png","images/circle_rng25_N18_curv1_seed13.png","images/circle_rng12_N18_curv2_seed10.png","false","false","null","null","1","images/circle_rng25_N18_curv1_seed13.png","25","18","1","13","null","",""
