"trial_type","trial_index","plugin_version","time_elapsed","participant","expType","experiment_seed","total_experiment_time","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","rotation","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_nv","chosen_ang","chosen_s","chosen_rot","chosen_curv","correct","block_failed","blocks_failed_total"
"html-button-response","39","2.1.0","68775","68629","noInstr","280503804","0.014","23","Female","No experience","Different number of curves, overall shape","","","","","","","","","","","","","","","","","1950","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","4","12","exp_221","2-2-1","+045","[1,4,13]","[{""id"":1,""curv"":0,""nv"":1,""ang"":90},{""id"":4,""curv"":0,""nv"":2,""ang"":90},{""id"":13,""curv"":1,""nv"":2,""ang"":90}]","images/stim_nv2_ang90_s0.8_rot+045.png","images/stim_nv2_ang90_s0.0_rot+045.png","images/stim_nv1_ang90_s0.0_rot+045.png","false","false","null","null","0","images/stim_nv2_ang90_s0.8_rot+045.png","2","90","0.8","+045","1","null","",""
"html-button-response","41","2.1.0","70632","68629","noInstr","280503804","0.014","23","Female","No experience","Different number of curves, overall shape","","","","","","","","","","","","","","","","","1855","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","5","13","catch","3-2-2","+090","[3,3,3]","[{""id"":3,""curv"":0,""nv"":2,""ang"":45},{""id"":3,""curv"":0,""nv"":2,""ang"":45},{""id"":3,""curv"":0,""nv"":3,""ang"":45}]","images/stim_nv2_ang45_s0.0_rot+090.png","images/stim_nv2_ang45_s0.0_rot+090.png","images/stim_nv3_ang45_s0.0_rot+090.png","false","true","2","2","2","images/stim_nv3_ang45_s0.0_rot+090.png","3","45","0","+090","0","true","",""
"html-button-response","43","2.1.0","72478","68629","noInstr","280503804","0.014","23","Female","No experience","Different number of curves, overall shape","","","","","","","","","","","","","","","","","1843","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","6","14","exp_221","2-2-1","-090","[5,13,14]","[{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":13,""curv"":1,""nv"":2,""ang"":90},{""id"":14,""curv"":1,""nv"":2,""ang"":135}]","images/stim_nv2_ang135_s0.0_rot-090.png","images/stim_nv2_ang135_s0.8_rot-090.png","images/stim_nv2_ang90_s0.8_rot-090.png","false","false","null","null","0","images/stim_nv2_ang135_s0.0_rot-090.png","2","135","0","-090","0","null","",""
"html-button-response","45","2.1.0","74446","68629","noInstr","280503804","0.014","23","Female","No experience","Different number of curves, overall shape","","","","","","","","","","","","","","","","","1966","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","7","15","exp_221","2-2-1","+000","[22,25,26]","[{""id"":22,""curv"":2,""nv"":2,""ang"":90},{""id"":25,""curv"":2,""nv"":3,""ang"":90},{""id"":26,""curv"":2,""nv"":3,""ang"":135}]","images/stim_nv3_ang135_s1.4_rot+000.png","images/stim_nv2_ang90_s1.4_rot+000.png","images/stim_nv3_ang90_s1.4_rot+000.png","false","false","null","null","1","images/stim_nv2_ang90_s1.4_rot+000.png","2","90","1.4","+000","2","null","",""
"html-button-response","47","2.1.0","78898","68629","noInstr","280503804","0.014","23","Female","No experience","Different number of curves, overall shape","","","","","","","","","","","","","","","","","4450","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","8","16","exp_111","1-1-1","+180","[11,15,26]","[{""id"":11,""curv"":1,""nv"":1,""ang"":135},{""id"":15,""curv"":1,""nv"":3,""ang"":45},{""id"":26,""curv"":2,""nv"":3,""ang"":135}]","images/stim_nv3_ang45_s0.8_rot+180.png","images/stim_nv3_ang135_s1.4_rot+180.png","images/stim_nv1_ang135_s0.8_rot+180.png","false","false","null","null","2","images/stim_nv1_ang135_s0.8_rot+180.png","1","135","0.8","+180","1","null","",""
"html-button-response","49","2.1.0","81436","68629","noInstr","280503804","0.014","23","Female","No experience","Different number of curves, overall shape","","","","","","","","","","","","","","","","","2536","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","9","17","exp_221","2-2-1","+090","[4,7,16]","[{""id"":4,""curv"":0,""nv"":2,""ang"":90},{""id"":7,""curv"":0,""nv"":3,""ang"":90},{""id"":16,""curv"":1,""nv"":3,""ang"":90}]","images/stim_nv2_ang90_s0.0_rot+090.png","images/stim_nv3_ang90_s0.8_rot+090.png","images/stim_nv3_ang90_s0.0_rot+090.png","false","false","null","null","1","images/stim_nv3_ang90_s0.8_rot+090.png","3","90","0.8","+090","1","null","",""
"html-button-response","51","2.1.0","83041","68629","noInstr","280503804","0.014","23","Female","No experience","Different number of curves, overall shape","","","","","","","","","","","","","","","","","1602","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","10","18","exp_221","2-2-1","-135","[9,12,18]","[{""id"":9,""curv"":1,""nv"":1,""ang"":45},{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":18,""curv"":2,""nv"":1,""ang"":45}]","images/stim_nv1_ang45_s1.4_rot-135.png","images/stim_nv2_ang45_s0.8_rot-135.png","images/stim_nv1_ang45_s0.8_rot-135.png","false","false","null","null","1","images/stim_nv2_ang45_s0.8_rot-135.png","2","45","0.8","-135","1","null","",""
"html-button-response","53","2.1.0","85891","68629","noInstr","280503804","0.014","23","Female","No experience","Different number of curves, overall shape","","","","","","","","","","","","","","","","","2848","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","11","19","exp_221","2-2-1","+180","[12,15,16]","[{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":15,""curv"":1,""nv"":3,""ang"":45},{""id"":16,""curv"":1,""nv"":3,""ang"":90}]","images/stim_nv3_ang90_s0.8_rot+180.png","images/stim_nv3_ang45_s0.8_rot+180.png","images/stim_nv2_ang45_s0.8_rot+180.png","false","false","null","null","1","images/stim_nv3_ang45_s0.8_rot+180.png","3","45","0.8","+180","1","null","",""
"html-button-response","55","2.1.0","87361","68629","noInstr","280503804","0.014","23","Female","No experience","Different number of curves, overall shape","","","","","","","","","","","","","","","","","1468","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","12","20","exp_221","2-2-1","-135","[13,19,22]","[{""id"":13,""curv"":1,""nv"":2,""ang"":90},{""id"":19,""curv"":2,""nv"":1,""ang"":90},{""id"":22,""curv"":2,""nv"":2,""ang"":90}]","images/stim_nv2_ang90_s0.8_rot-135.png","images/stim_nv2_ang90_s1.4_rot-135.png","images/stim_nv1_ang90_s1.4_rot-135.png","false","false","null","null","2","images/stim_nv1_ang90_s1.4_rot-135.png","1","90","1.4","-135","2","null","",""
"html-button-response","57","2.1.0","88363","68629","noInstr","280503804","0.014","23","Female","No experience","Different number of curves, overall shape","","","","","","","","","","","","","","","","","999","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","13","21","exp_111","1-1-1","+000","[5,11,13]","[{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":11,""curv"":1,""nv"":1,""ang"":135},{""id"":13,""curv"":1,""nv"":2,""ang"":90}]","images/stim_nv1_ang135_s0.8_rot+000.png","images/stim_nv2_ang90_s0.8_rot+000.png","images/stim_nv2_ang135_s0.0_rot+000.png","false","false","null","null","1","images/stim_nv2_ang90_s0.8_rot+000.png","2","90","0.8","+000","1","null","",""
"html-button-response","59","2.1.0","89473","68629","noInstr","280503804","0.014","23","Female","No experience","Different number of curves, overall shape","","","","","","","","","","","","","","","","","1108","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","14","22","exp_221","2-2-1","+135","[11,19,20]","[{""id"":11,""curv"":1,""nv"":1,""ang"":135},{""id"":19,""curv"":2,""nv"":1,""ang"":90},{""id"":20,""curv"":2,""nv"":1,""ang"":135}]","images/stim_nv1_ang135_s1.4_rot+135.png","images/stim_nv1_ang135_s0.8_rot+135.png","images/stim_nv1_ang90_s1.4_rot+135.png","false","false","null","null","2","images/stim_nv1_ang90_s1.4_rot+135.png","1","90","1.4","+135","2","null","",""
"html-button-response","61","2.1.0","90374","68629","noInstr","280503804","0.014","23","Female","No experience","Different number of curves, overall shape","","","","","","","","","","","","","","","","","899","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","15","23","exp_111","1-1-1","+180","[9,16,24]","[{""id"":9,""curv"":1,""nv"":1,""ang"":45},{""id"":16,""curv"":1,""nv"":3,""ang"":90},{""id"":24,""curv"":2,""nv"":3,""ang"":45}]","images/stim_nv3_ang45_s1.4_rot+180.png","images/stim_nv1_ang45_s0.8_rot+180.png","images/stim_nv3_ang90_s0.8_rot+180.png","false","false","null","null","1","images/stim_nv1_ang45_s0.8_rot+180.png","1","45","0.8","+180","1","null","",""
"html-button-response","63","2.1.0","92038","68629","noInstr","280503804","0.014","23","Female","No experience","Different number of curves, overall shape","","","","","","","","","","","","","","","","","1662","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","16","24","exp_221","2-2-1","+045","[8,20,26]","[{""id"":8,""curv"":0,""nv"":3,""ang"":135},{""id"":20,""curv"":2,""nv"":1,""ang"":135},{""id"":26,""curv"":2,""nv"":3,""ang"":135}]","images/stim_nv1_ang135_s1.4_rot+045.png","images/stim_nv3_ang135_s1.4_rot+045.png","images/stim_nv3_ang135_s0.0_rot+045.png","false","false","null","null","0","images/stim_nv1_ang135_s1.4_rot+045.png","1","135","1.4","+045","2","null","",""
"html-button-response","65","2.1.0","93121","68629","noInstr","280503804","0.014","23","Female","No experience","Different number of curves, overall shape","","","","","","","","","","","","","","","","","1081","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","17","25","exp_111","1-1-1","-045","[0,7,19]","[{""id"":0,""curv"":0,""nv"":1,""ang"":45},{""id"":7,""curv"":0,""nv"":3,""ang"":90},{""id"":19,""curv"":2,""nv"":1,""ang"":90}]","images/stim_nv1_ang45_s0.0_rot-045.png","images/stim_nv3_ang90_s0.0_rot-045.png","images/stim_nv1_ang90_s1.4_rot-045.png","false","false","null","null","1","images/stim_nv3_ang90_s0.0_rot-045.png","3","90","0","-045","0","null","",""
"html-button-response","67","2.1.0","96871","68629","noInstr","280503804","0.014","23","Female","No experience","Different number of curves, overall shape","","","","","","","","","","","","","","","","","3748","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","18","26","exp_221","2-2-1","+180","[3,5,23]","[{""id"":3,""curv"":0,""nv"":2,""ang"":45},{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":23,""curv"":2,""nv"":2,""ang"":135}]","images/stim_nv2_ang135_s1.4_rot+180.png","images/stim_nv2_ang135_s0.0_rot+180.png","images/stim_nv2_ang45_s0.0_rot+180.png","false","false","null","null","2","images/stim_nv2_ang45_s0.0_rot+180.png","2","45","0","+180","0","null","",""
"html-button-response","69","2.1.0","98131","68629","noInstr","280503804","0.014","23","Female","No experience","Different number of curves, overall shape","","","","","","","","","","","","","","","","","1258","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","19","27","exp_111","1-1-1","-090","[8,14,15]","[{""id"":8,""curv"":0,""nv"":3,""ang"":135},{""id"":14,""curv"":1,""nv"":2,""ang"":135},{""id"":15,""curv"":1,""nv"":3,""ang"":45}]","images/stim_nv3_ang135_s0.0_rot-090.png","images/stim_nv2_ang135_s0.8_rot-090.png","images/stim_nv3_ang45_s0.8_rot-090.png","false","false","null","null","2","images/stim_nv3_ang45_s0.8_rot-090.png","3","45","0.8","-090","1","null","",""
"html-button-response","71","2.1.0","100096","68629","noInstr","280503804","0.014","23","Female","No experience","Different number of curves, overall shape","","","","","","","","","","","","","","","","","1963","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","20","28","exp_221","2-2-1","-135","[9,11,12]","[{""id"":9,""curv"":1,""nv"":1,""ang"":45},{""id"":11,""curv"":1,""nv"":1,""ang"":135},{""id"":12,""curv"":1,""nv"":2,""ang"":45}]","images/stim_nv1_ang135_s0.8_rot-135.png","images/stim_nv2_ang45_s0.8_rot-135.png","images/stim_nv1_ang45_s0.8_rot-135.png","false","false","null","null","1","images/stim_nv2_ang45_s0.8_rot-135.png","2","45","0.8","-135","1","null","",""
