"trial_type","trial_index","plugin_version","time_elapsed","participant","expType","experiment_seed","total_experiment_time","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","rotation","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_nv","chosen_ang","chosen_s","chosen_rot","chosen_curv","correct","block_failed","blocks_failed_total"
"html-button-response","27","2.1.0","142766","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","2429","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","2","","","","","practice","0","7","7","practice_catch","3-2-2","-135","[23,23,23]","[{""id"":23,""curv"":2,""nv"":2,""ang"":135},{""id"":23,""curv"":2,""nv"":2,""ang"":135},{""id"":23,""curv"":2,""nv"":2,""ang"":90}]","images/stim_nv2_ang135_s1.4_rot-135.png","images/stim_nv2_ang135_s1.4_rot-135.png","images/stim_nv2_ang90_s1.4_rot-135.png","true","true","2","2","2","images/stim_nv2_ang90_s1.4_rot-135.png","2","90","1.4","-135","2","true","",""
"html-button-response","30","2.1.0","145885","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","3117","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","practice","0","8","8","practice_ambiguous","1/1/0","-045","[1,14,22]","[{""id"":1,""curv"":0,""nv"":1,""ang"":90},{""id"":14,""curv"":1,""nv"":2,""ang"":135},{""id"":22,""curv"":2,""nv"":2,""ang"":90}]","images/stim_nv1_ang90_s0.0_rot-045.png","images/stim_nv2_ang135_s0.8_rot-045.png","images/stim_nv2_ang90_s1.4_rot-045.png","true","false","null","null","0","images/stim_nv1_ang90_s0.0_rot-045.png","1","90","0","-045","0","null","",""
"html-button-response","32","2.1.0","151160","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","5273","<p>Practice is complete.</p>
            <p>When you are ready, click below to start the main experiment.</p>
            <p>The main task has <b>9 blocks</b>. You can take short breaks between blocks.</p>
            <p>On all trials, please respond thoughtfully. If you respond too fast, you will see a warning screen.</b></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","33","2.1.0","154637","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","3475","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","1","9","exp_111","1-1-1","-135","[0,4,12]","[{""id"":0,""curv"":0,""nv"":1,""ang"":45},{""id"":4,""curv"":0,""nv"":2,""ang"":90},{""id"":12,""curv"":1,""nv"":2,""ang"":45}]","images/stim_nv2_ang45_s0.8_rot-135.png","images/stim_nv2_ang90_s0.0_rot-135.png","images/stim_nv1_ang45_s0.0_rot-135.png","false","false","null","null","2","images/stim_nv1_ang45_s0.0_rot-135.png","1","45","0","-135","0","null","",""
"html-button-response","35","2.1.0","156818","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","2180","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","2","10","exp_221","2-2-1","+180","[1,7,8]","[{""id"":1,""curv"":0,""nv"":1,""ang"":90},{""id"":7,""curv"":0,""nv"":3,""ang"":90},{""id"":8,""curv"":0,""nv"":3,""ang"":135}]","images/stim_nv1_ang90_s0.0_rot+180.png","images/stim_nv3_ang90_s0.0_rot+180.png","images/stim_nv3_ang135_s0.0_rot+180.png","false","false","null","null","0","images/stim_nv1_ang90_s0.0_rot+180.png","1","90","0","+180","0","null","",""
"html-button-response","37","2.1.0","159849","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","3029","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","3","11","exp_111","1-1-1","+045","[14,16,26]","[{""id"":14,""curv"":1,""nv"":2,""ang"":135},{""id"":16,""curv"":1,""nv"":3,""ang"":90},{""id"":26,""curv"":2,""nv"":3,""ang"":135}]","images/stim_nv2_ang135_s0.8_rot+045.png","images/stim_nv3_ang90_s0.8_rot+045.png","images/stim_nv3_ang135_s1.4_rot+045.png","false","false","null","null","0","images/stim_nv2_ang135_s0.8_rot+045.png","2","135","0.8","+045","1","null","",""
"html-button-response","39","2.1.0","166163","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","6311","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","4","12","exp_111","1-1-1","+090","[0,11,15]","[{""id"":0,""curv"":0,""nv"":1,""ang"":45},{""id"":11,""curv"":1,""nv"":1,""ang"":135},{""id"":15,""curv"":1,""nv"":3,""ang"":45}]","images/stim_nv1_ang135_s0.8_rot+090.png","images/stim_nv3_ang45_s0.8_rot+090.png","images/stim_nv1_ang45_s0.0_rot+090.png","false","false","null","null","2","images/stim_nv1_ang45_s0.0_rot+090.png","1","45","0","+090","0","null","",""
"html-button-response","41","2.1.0","169416","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","3252","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","5","13","exp_221","2-2-1","+000","[6,8,24]","[{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":8,""curv"":0,""nv"":3,""ang"":135},{""id"":24,""curv"":2,""nv"":3,""ang"":45}]","images/stim_nv3_ang135_s0.0_rot+000.png","images/stim_nv3_ang45_s1.4_rot+000.png","images/stim_nv3_ang45_s0.0_rot+000.png","false","false","null","null","1","images/stim_nv3_ang45_s1.4_rot+000.png","3","45","1.4","+000","2","null","",""
"html-button-response","43","2.1.0","173920","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","4502","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","6","14","exp_111","1-1-1","-090","[13,15,25]","[{""id"":13,""curv"":1,""nv"":2,""ang"":90},{""id"":15,""curv"":1,""nv"":3,""ang"":45},{""id"":25,""curv"":2,""nv"":3,""ang"":90}]","images/stim_nv2_ang90_s0.8_rot-090.png","images/stim_nv3_ang45_s0.8_rot-090.png","images/stim_nv3_ang90_s1.4_rot-090.png","false","false","null","null","0","images/stim_nv2_ang90_s0.8_rot-090.png","2","90","0.8","-090","1","null","",""
"html-button-response","45","2.1.0","177513","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","3591","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","7","15","exp_221","2-2-1","+135","[3,12,13]","[{""id"":3,""curv"":0,""nv"":2,""ang"":45},{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":13,""curv"":1,""nv"":2,""ang"":90}]","images/stim_nv2_ang90_s0.8_rot+135.png","images/stim_nv2_ang45_s0.0_rot+135.png","images/stim_nv2_ang45_s0.8_rot+135.png","false","false","null","null","0","images/stim_nv2_ang90_s0.8_rot+135.png","2","90","0.8","+135","1","null","",""
"html-button-response","47","2.1.0","182030","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","4516","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","8","16","exp_221","2-2-1","+000","[1,6,7]","[{""id"":1,""curv"":0,""nv"":1,""ang"":90},{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":7,""curv"":0,""nv"":3,""ang"":90}]","images/stim_nv3_ang45_s0.0_rot+000.png","images/stim_nv3_ang90_s0.0_rot+000.png","images/stim_nv1_ang90_s0.0_rot+000.png","false","false","null","null","2","images/stim_nv1_ang90_s0.0_rot+000.png","1","90","0","+000","0","null","",""
"html-button-response","49","2.1.0","184296","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","2265","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","9","17","exp_221","2-2-1","-045","[12,14,21]","[{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":14,""curv"":1,""nv"":2,""ang"":135},{""id"":21,""curv"":2,""nv"":2,""ang"":45}]","images/stim_nv2_ang45_s0.8_rot-045.png","images/stim_nv2_ang45_s1.4_rot-045.png","images/stim_nv2_ang135_s0.8_rot-045.png","false","false","null","null","2","images/stim_nv2_ang135_s0.8_rot-045.png","2","135","0.8","-045","1","null","",""
"html-button-response","51","2.1.0","186947","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","2648","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","10","18","exp_111","1-1-1","+045","[6,18,25]","[{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":18,""curv"":2,""nv"":1,""ang"":45},{""id"":25,""curv"":2,""nv"":3,""ang"":90}]","images/stim_nv3_ang45_s0.0_rot+045.png","images/stim_nv3_ang90_s1.4_rot+045.png","images/stim_nv1_ang45_s1.4_rot+045.png","false","false","null","null","2","images/stim_nv1_ang45_s1.4_rot+045.png","1","45","1.4","+045","2","null","",""
"html-button-response","53","2.1.0","188881","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","1932","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","11","19","catch","3-2-2","+180","[11,11,11]","[{""id"":11,""curv"":1,""nv"":1,""ang"":135},{""id"":11,""curv"":1,""nv"":1,""ang"":135},{""id"":11,""curv"":1,""nv"":2,""ang"":135}]","images/stim_nv1_ang135_s0.8_rot+180.png","images/stim_nv1_ang135_s0.8_rot+180.png","images/stim_nv2_ang135_s0.8_rot+180.png","false","true","2","2","2","images/stim_nv2_ang135_s0.8_rot+180.png","2","135","0.8","+180","1","true","",""
"html-button-response","55","2.1.0","191454","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","2571","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","12","20","exp_221","2-2-1","-090","[0,9,12]","[{""id"":0,""curv"":0,""nv"":1,""ang"":45},{""id"":9,""curv"":1,""nv"":1,""ang"":45},{""id"":12,""curv"":1,""nv"":2,""ang"":45}]","images/stim_nv1_ang45_s0.8_rot-090.png","images/stim_nv1_ang45_s0.0_rot-090.png","images/stim_nv2_ang45_s0.8_rot-090.png","false","false","null","null","2","images/stim_nv2_ang45_s0.8_rot-090.png","2","45","0.8","-090","1","null","",""
"html-button-response","57","2.1.0","193896","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","2439","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","13","21","exp_221","2-2-1","-045","[11,19,20]","[{""id"":11,""curv"":1,""nv"":1,""ang"":135},{""id"":19,""curv"":2,""nv"":1,""ang"":90},{""id"":20,""curv"":2,""nv"":1,""ang"":135}]","images/stim_nv1_ang135_s0.8_rot-045.png","images/stim_nv1_ang135_s1.4_rot-045.png","images/stim_nv1_ang90_s1.4_rot-045.png","false","false","null","null","2","images/stim_nv1_ang90_s1.4_rot-045.png","1","90","1.4","-045","2","null","",""
"html-button-response","59","2.1.0","195887","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","1988","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","14","22","exp_221","2-2-1","-135","[18,24,25]","[{""id"":18,""curv"":2,""nv"":1,""ang"":45},{""id"":24,""curv"":2,""nv"":3,""ang"":45},{""id"":25,""curv"":2,""nv"":3,""ang"":90}]","images/stim_nv1_ang45_s1.4_rot-135.png","images/stim_nv3_ang90_s1.4_rot-135.png","images/stim_nv3_ang45_s1.4_rot-135.png","false","false","null","null","0","images/stim_nv1_ang45_s1.4_rot-135.png","1","45","1.4","-135","2","null","",""
"html-button-response","61","2.1.0","198567","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","2677","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","15","23","exp_111","1-1-1","+135","[0,4,10]","[{""id"":0,""curv"":0,""nv"":1,""ang"":45},{""id"":4,""curv"":0,""nv"":2,""ang"":90},{""id"":10,""curv"":1,""nv"":1,""ang"":90}]","images/stim_nv2_ang90_s0.0_rot+135.png","images/stim_nv1_ang90_s0.8_rot+135.png","images/stim_nv1_ang45_s0.0_rot+135.png","false","false","null","null","0","images/stim_nv2_ang90_s0.0_rot+135.png","2","90","0","+135","0","null","",""
"html-button-response","63","2.1.0","203584","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","5015","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","16","24","exp_221","2-2-1","-135","[13,14,17]","[{""id"":13,""curv"":1,""nv"":2,""ang"":90},{""id"":14,""curv"":1,""nv"":2,""ang"":135},{""id"":17,""curv"":1,""nv"":3,""ang"":135}]","images/stim_nv3_ang135_s0.8_rot-135.png","images/stim_nv2_ang90_s0.8_rot-135.png","images/stim_nv2_ang135_s0.8_rot-135.png","false","false","null","null","1","images/stim_nv2_ang90_s0.8_rot-135.png","2","90","0.8","-135","1","null","",""
"html-button-response","65","2.1.0","211122","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","7537","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","17","25","exp_111","1-1-1","+135","[4,21,25]","[{""id"":4,""curv"":0,""nv"":2,""ang"":90},{""id"":21,""curv"":2,""nv"":2,""ang"":45},{""id"":25,""curv"":2,""nv"":3,""ang"":90}]","images/stim_nv2_ang90_s0.0_rot+135.png","images/stim_nv2_ang45_s1.4_rot+135.png","images/stim_nv3_ang90_s1.4_rot+135.png","false","false","null","null","0","images/stim_nv2_ang90_s0.0_rot+135.png","2","90","0","+135","0","null","",""
"html-button-response","67","2.1.0","214153","66448","noInstr","614768011","0.012","18","Female","Limited, occasional experience","- Straight or curved lines
- Height of bumps
- Length
- Shape","","","","","","","","","","","","","","","","","3029","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","18","26","catch","3-2-2","+090","[5,5,5]","[{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":5,""curv"":0,""nv"":3,""ang"":135}]","images/stim_nv3_ang135_s0.0_rot+090.png","images/stim_nv2_ang135_s0.0_rot+090.png","images/stim_nv2_ang135_s0.0_rot+090.png","false","true","0","0","0","images/stim_nv3_ang135_s0.0_rot+090.png","3","135","0","+090","0","true","",""
