"trial_type","trial_index","plugin_version","time_elapsed","participant","expType","experiment_seed","total_experiment_time","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","rotation","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_nv","chosen_ang","chosen_s","chosen_rot","chosen_curv","correct","block_failed","blocks_failed_total"
"html-button-response","269","2.1.0","696490","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","6332","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_3","3","20","126","exp_221","2-2-1","+090","[10,11,17]","[{""id"":10,""curv"":1,""nv"":1,""ang"":90},{""id"":11,""curv"":1,""nv"":1,""ang"":135},{""id"":17,""curv"":1,""nv"":3,""ang"":135}]","images/stim_nv3_ang135_s0.8_rot+090.png","images/stim_nv1_ang90_s0.8_rot+090.png","images/stim_nv1_ang135_s0.8_rot+090.png","false","false","null","null","1","images/stim_nv1_ang90_s0.8_rot+090.png","1","90","0.8","+090","1","null","",""
"html-button-response","271","2.1.0","697990","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","1499","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_3","3","21","127","catch","3-2-2","+180","[20,20,20]","[{""id"":20,""curv"":2,""nv"":1,""ang"":135},{""id"":20,""curv"":2,""nv"":1,""ang"":135},{""id"":20,""curv"":2,""nv"":1,""ang"":45}]","images/stim_nv1_ang135_s1.4_rot+180.png","images/stim_nv1_ang135_s1.4_rot+180.png","images/stim_nv1_ang45_s1.4_rot+180.png","false","true","2","2","2","images/stim_nv1_ang45_s1.4_rot+180.png","1","45","1.4","+180","2","true","",""
"html-button-response","273","2.1.0","700806","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","2815","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_3","3","22","128","exp_221","2-2-1","+000","[2,11,17]","[{""id"":2,""curv"":0,""nv"":1,""ang"":135},{""id"":11,""curv"":1,""nv"":1,""ang"":135},{""id"":17,""curv"":1,""nv"":3,""ang"":135}]","images/stim_nv1_ang135_s0.0_rot+000.png","images/stim_nv1_ang135_s0.8_rot+000.png","images/stim_nv3_ang135_s0.8_rot+000.png","false","false","null","null","0","images/stim_nv1_ang135_s0.0_rot+000.png","1","135","0","+000","0","null","",""
"html-button-response","275","2.1.0","703740","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","2932","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_3","3","23","129","exp_111","1-1-1","+045","[0,8,11]","[{""id"":0,""curv"":0,""nv"":1,""ang"":45},{""id"":8,""curv"":0,""nv"":3,""ang"":135},{""id"":11,""curv"":1,""nv"":1,""ang"":135}]","images/stim_nv1_ang135_s0.8_rot+045.png","images/stim_nv3_ang135_s0.0_rot+045.png","images/stim_nv1_ang45_s0.0_rot+045.png","false","false","null","null","2","images/stim_nv1_ang45_s0.0_rot+045.png","1","45","0","+045","0","null","",""
"html-button-response","277","2.1.0","705540","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","1798","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_3","3","24","130","exp_221","2-2-1","+180","[0,2,8]","[{""id"":0,""curv"":0,""nv"":1,""ang"":45},{""id"":2,""curv"":0,""nv"":1,""ang"":135},{""id"":8,""curv"":0,""nv"":3,""ang"":135}]","images/stim_nv3_ang135_s0.0_rot+180.png","images/stim_nv1_ang135_s0.0_rot+180.png","images/stim_nv1_ang45_s0.0_rot+180.png","false","false","null","null","0","images/stim_nv3_ang135_s0.0_rot+180.png","3","135","0","+180","0","null","",""
"html-button-response","279","2.1.0","707323","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","1782","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_3","3","25","131","exp_221","2-2-1","+180","[0,3,9]","[{""id"":0,""curv"":0,""nv"":1,""ang"":45},{""id"":3,""curv"":0,""nv"":2,""ang"":45},{""id"":9,""curv"":1,""nv"":1,""ang"":45}]","images/stim_nv1_ang45_s0.0_rot+180.png","images/stim_nv1_ang45_s0.8_rot+180.png","images/stim_nv2_ang45_s0.0_rot+180.png","false","false","null","null","1","images/stim_nv1_ang45_s0.8_rot+180.png","1","45","0.8","+180","1","null","",""
"html-button-response","281","2.1.0","709356","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","2032","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_3","3","26","132","exp_221","2-2-1","+045","[0,6,8]","[{""id"":0,""curv"":0,""nv"":1,""ang"":45},{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":8,""curv"":0,""nv"":3,""ang"":135}]","images/stim_nv3_ang135_s0.0_rot+045.png","images/stim_nv3_ang45_s0.0_rot+045.png","images/stim_nv1_ang45_s0.0_rot+045.png","false","false","null","null","0","images/stim_nv3_ang135_s0.0_rot+045.png","3","135","0","+045","0","null","",""
"html-button-response","283","2.1.0","714090","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","4732","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_3","3","27","133","exp_221","2-2-1","-090","[20,24,26]","[{""id"":20,""curv"":2,""nv"":1,""ang"":135},{""id"":24,""curv"":2,""nv"":3,""ang"":45},{""id"":26,""curv"":2,""nv"":3,""ang"":135}]","images/stim_nv3_ang45_s1.4_rot-090.png","images/stim_nv3_ang135_s1.4_rot-090.png","images/stim_nv1_ang135_s1.4_rot-090.png","false","false","null","null","0","images/stim_nv3_ang45_s1.4_rot-090.png","3","45","1.4","-090","2","null","",""
"html-button-response","285","2.1.0","716706","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","2615","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_3","3","28","134","exp_111","1-1-1","-045","[13,15,21]","[{""id"":13,""curv"":1,""nv"":2,""ang"":90},{""id"":15,""curv"":1,""nv"":3,""ang"":45},{""id"":21,""curv"":2,""nv"":2,""ang"":45}]","images/stim_nv2_ang90_s0.8_rot-045.png","images/stim_nv2_ang45_s1.4_rot-045.png","images/stim_nv3_ang45_s0.8_rot-045.png","false","false","null","null","0","images/stim_nv2_ang90_s0.8_rot-045.png","2","90","0.8","-045","1","null","",""
"html-button-response","287","2.1.0","719224","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","2516","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_3","3","29","135","exp_111","1-1-1","+135","[12,18,23]","[{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":18,""curv"":2,""nv"":1,""ang"":45},{""id"":23,""curv"":2,""nv"":2,""ang"":135}]","images/stim_nv2_ang45_s0.8_rot+135.png","images/stim_nv2_ang135_s1.4_rot+135.png","images/stim_nv1_ang45_s1.4_rot+135.png","false","false","null","null","1","images/stim_nv2_ang135_s1.4_rot+135.png","2","135","1.4","+135","2","null","",""
"html-button-response","289","2.1.0","720988","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","1764","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_3","3","30","136","exp_221","2-2-1","-135","[4,7,13]","[{""id"":4,""curv"":0,""nv"":2,""ang"":90},{""id"":7,""curv"":0,""nv"":3,""ang"":90},{""id"":13,""curv"":1,""nv"":2,""ang"":90}]","images/stim_nv3_ang90_s0.0_rot-135.png","images/stim_nv2_ang90_s0.0_rot-135.png","images/stim_nv2_ang90_s0.8_rot-135.png","false","false","null","null","2","images/stim_nv2_ang90_s0.8_rot-135.png","2","90","0.8","-135","1","null","",""
"html-button-response","291","2.1.0","723657","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","2667","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_3","3","31","137","exp_221","2-2-1","+180","[12,14,23]","[{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":14,""curv"":1,""nv"":2,""ang"":135},{""id"":23,""curv"":2,""nv"":2,""ang"":135}]","images/stim_nv2_ang45_s0.8_rot+180.png","images/stim_nv2_ang135_s0.8_rot+180.png","images/stim_nv2_ang135_s1.4_rot+180.png","false","false","null","null","0","images/stim_nv2_ang45_s0.8_rot+180.png","2","45","0.8","+180","1","null","",""
"html-button-response","293","2.1.0","726557","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","2899","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_3","3","32","138","exp_111","1-1-1","+045","[2,4,19]","[{""id"":2,""curv"":0,""nv"":1,""ang"":135},{""id"":4,""curv"":0,""nv"":2,""ang"":90},{""id"":19,""curv"":2,""nv"":1,""ang"":90}]","images/stim_nv1_ang135_s0.0_rot+045.png","images/stim_nv1_ang90_s1.4_rot+045.png","images/stim_nv2_ang90_s0.0_rot+045.png","false","false","null","null","1","images/stim_nv1_ang90_s1.4_rot+045.png","1","90","1.4","+045","2","null","",""
"html-button-response","295","2.1.0","728306","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","1748","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_3","3","33","139","exp_221","2-2-1","-045","[10,15,16]","[{""id"":10,""curv"":1,""nv"":1,""ang"":90},{""id"":15,""curv"":1,""nv"":3,""ang"":45},{""id"":16,""curv"":1,""nv"":3,""ang"":90}]","images/stim_nv3_ang90_s0.8_rot-045.png","images/stim_nv3_ang45_s0.8_rot-045.png","images/stim_nv1_ang90_s0.8_rot-045.png","false","false","null","null","1","images/stim_nv3_ang45_s0.8_rot-045.png","3","45","0.8","-045","1","null","",""
"html-button-response","297","2.1.0","731873","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","3565","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_3","3","34","140","exp_111","1-1-1","-090","[6,21,26]","[{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":21,""curv"":2,""nv"":2,""ang"":45},{""id"":26,""curv"":2,""nv"":3,""ang"":135}]","images/stim_nv2_ang45_s1.4_rot-090.png","images/stim_nv3_ang135_s1.4_rot-090.png","images/stim_nv3_ang45_s0.0_rot-090.png","false","false","null","null","2","images/stim_nv3_ang45_s0.0_rot-090.png","3","45","0","-090","0","null","",""
"html-button-response","299","2.1.0","735907","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","4032","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_3","3","35","141","catch","3-2-2","-045","[6,6,6]","[{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":6,""curv"":2,""nv"":3,""ang"":45}]","images/stim_nv3_ang45_s0.0_rot-045.png","images/stim_nv3_ang45_s1.4_rot-045.png","images/stim_nv3_ang45_s0.0_rot-045.png","false","true","1","1","1","images/stim_nv3_ang45_s1.4_rot-045.png","3","45","1.4","-045","2","true","",""
"html-button-response","301","2.1.0","739623","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","3715","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_3","3","36","142","exp_111","1-1-1","-135","[2,3,18]","[{""id"":2,""curv"":0,""nv"":1,""ang"":135},{""id"":3,""curv"":0,""nv"":2,""ang"":45},{""id"":18,""curv"":2,""nv"":1,""ang"":45}]","images/stim_nv2_ang45_s0.0_rot-135.png","images/stim_nv1_ang135_s0.0_rot-135.png","images/stim_nv1_ang45_s1.4_rot-135.png","false","false","null","null","2","images/stim_nv1_ang45_s1.4_rot-135.png","1","45","1.4","-135","2","null","",""
"html-button-response","303","2.1.0","743773","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","4149","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_3","3","37","143","exp_221","2-2-1","-090","[19,20,22]","[{""id"":19,""curv"":2,""nv"":1,""ang"":90},{""id"":20,""curv"":2,""nv"":1,""ang"":135},{""id"":22,""curv"":2,""nv"":2,""ang"":90}]","images/stim_nv2_ang90_s1.4_rot-090.png","images/stim_nv1_ang135_s1.4_rot-090.png","images/stim_nv1_ang90_s1.4_rot-090.png","false","false","null","null","1","images/stim_nv1_ang135_s1.4_rot-090.png","1","135","1.4","-090","2","null","",""
"html-button-response","305","2.1.0","746123","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","2348","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_3","3","38","144","exp_221","2-2-1","+135","[13,19,22]","[{""id"":13,""curv"":1,""nv"":2,""ang"":90},{""id"":19,""curv"":2,""nv"":1,""ang"":90},{""id"":22,""curv"":2,""nv"":2,""ang"":90}]","images/stim_nv2_ang90_s1.4_rot+135.png","images/stim_nv1_ang90_s1.4_rot+135.png","images/stim_nv2_ang90_s0.8_rot+135.png","false","false","null","null","1","images/stim_nv1_ang90_s1.4_rot+135.png","1","90","1.4","+135","2","null","",""
"html-button-response","307","2.1.0","752806","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","6682","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_3","3","39","145","exp_111","1-1-1","-135","[8,14,16]","[{""id"":8,""curv"":0,""nv"":3,""ang"":135},{""id"":14,""curv"":1,""nv"":2,""ang"":135},{""id"":16,""curv"":1,""nv"":3,""ang"":90}]","images/stim_nv3_ang135_s0.0_rot-135.png","images/stim_nv3_ang90_s0.8_rot-135.png","images/stim_nv2_ang135_s0.8_rot-135.png","false","false","null","null","2","images/stim_nv2_ang135_s0.8_rot-135.png","2","135","0.8","-135","1","null","",""
"html-button-response","309","2.1.0","759306","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","6499","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_3","3","40","146","exp_221","2-2-1","+000","[18,21,23]","[{""id"":18,""curv"":2,""nv"":1,""ang"":45},{""id"":21,""curv"":2,""nv"":2,""ang"":45},{""id"":23,""curv"":2,""nv"":2,""ang"":135}]","images/stim_nv2_ang135_s1.4_rot+000.png","images/stim_nv1_ang45_s1.4_rot+000.png","images/stim_nv2_ang45_s1.4_rot+000.png","false","false","null","null","0","images/stim_nv2_ang135_s1.4_rot+000.png","2","135","1.4","+000","2","null","",""
"html-button-response","311","2.1.0","762057","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","2749","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_3","3","41","147","exp_221","2-2-1","+045","[6,9,15]","[{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":9,""curv"":1,""nv"":1,""ang"":45},{""id"":15,""curv"":1,""nv"":3,""ang"":45}]","images/stim_nv3_ang45_s0.8_rot+045.png","images/stim_nv3_ang45_s0.0_rot+045.png","images/stim_nv1_ang45_s0.8_rot+045.png","false","false","null","null","1","images/stim_nv3_ang45_s0.0_rot+045.png","3","45","0","+045","0","null","",""
"html-button-response","313","2.1.0","763957","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","1899","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_3","3","42","148","exp_111","1-1-1","+000","[1,8,11]","[{""id"":1,""curv"":0,""nv"":1,""ang"":90},{""id"":8,""curv"":0,""nv"":3,""ang"":135},{""id"":11,""curv"":1,""nv"":1,""ang"":135}]","images/stim_nv1_ang90_s0.0_rot+000.png","images/stim_nv3_ang135_s0.0_rot+000.png","images/stim_nv1_ang135_s0.8_rot+000.png","false","false","null","null","2","images/stim_nv1_ang135_s0.8_rot+000.png","1","135","0.8","+000","1","null","",""
"html-button-response","315","2.1.0","769723","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","5765","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_3","3","43","149","exp_111","1-1-1","-090","[10,14,22]","[{""id"":10,""curv"":1,""nv"":1,""ang"":90},{""id"":14,""curv"":1,""nv"":2,""ang"":135},{""id"":22,""curv"":2,""nv"":2,""ang"":90}]","images/stim_nv2_ang135_s0.8_rot-090.png","images/stim_nv2_ang90_s1.4_rot-090.png","images/stim_nv1_ang90_s0.8_rot-090.png","false","false","null","null","2","images/stim_nv1_ang90_s0.8_rot-090.png","1","90","0.8","-090","1","null","",""
"html-button-response","317","2.1.0","771240","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","1516","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_3","3","44","150","exp_221","2-2-1","+045","[3,12,15]","[{""id"":3,""curv"":0,""nv"":2,""ang"":45},{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":15,""curv"":1,""nv"":3,""ang"":45}]","images/stim_nv3_ang45_s0.8_rot+045.png","images/stim_nv2_ang45_s0.8_rot+045.png","images/stim_nv2_ang45_s0.0_rot+045.png","false","false","null","null","2","images/stim_nv2_ang45_s0.0_rot+045.png","2","45","0","+045","0","null","",""
"html-button-response","319","2.1.0","772673","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","1432","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_3","3","45","151","exp_221","2-2-1","+045","[13,14,22]","[{""id"":13,""curv"":1,""nv"":2,""ang"":90},{""id"":14,""curv"":1,""nv"":2,""ang"":135},{""id"":22,""curv"":2,""nv"":2,""ang"":90}]","images/stim_nv2_ang90_s1.4_rot+045.png","images/stim_nv2_ang135_s0.8_rot+045.png","images/stim_nv2_ang90_s0.8_rot+045.png","false","false","null","null","1","images/stim_nv2_ang135_s0.8_rot+045.png","2","135","0.8","+045","1","null","",""
"html-button-response","321","2.1.0","774707","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","2032","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_3","3","46","152","exp_221","2-2-1","+180","[0,9,15]","[{""id"":0,""curv"":0,""nv"":1,""ang"":45},{""id"":9,""curv"":1,""nv"":1,""ang"":45},{""id"":15,""curv"":1,""nv"":3,""ang"":45}]","images/stim_nv1_ang45_s0.0_rot+180.png","images/stim_nv3_ang45_s0.8_rot+180.png","images/stim_nv1_ang45_s0.8_rot+180.png","false","false","null","null","0","images/stim_nv1_ang45_s0.0_rot+180.png","1","45","0","+180","0","null","",""
"html-button-response","323","2.1.0","778657","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","3949","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_3","3","47","153","exp_221","2-2-1","-090","[8,24,26]","[{""id"":8,""curv"":0,""nv"":3,""ang"":135},{""id"":24,""curv"":2,""nv"":3,""ang"":45},{""id"":26,""curv"":2,""nv"":3,""ang"":135}]","images/stim_nv3_ang135_s0.0_rot-090.png","images/stim_nv3_ang45_s1.4_rot-090.png","images/stim_nv3_ang135_s1.4_rot-090.png","false","false","null","null","0","images/stim_nv3_ang135_s0.0_rot-090.png","3","135","0","-090","0","null","",""
"html-button-response","325","2.1.0","782290","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","3632","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_3","3","48","154","exp_221","2-2-1","+090","[9,10,15]","[{""id"":9,""curv"":1,""nv"":1,""ang"":45},{""id"":10,""curv"":1,""nv"":1,""ang"":90},{""id"":15,""curv"":1,""nv"":3,""ang"":45}]","images/stim_nv3_ang45_s0.8_rot+090.png","images/stim_nv1_ang90_s0.8_rot+090.png","images/stim_nv1_ang45_s0.8_rot+090.png","false","false","null","null","1","images/stim_nv1_ang90_s0.8_rot+090.png","1","90","0.8","+090","1","null","",""
"html-button-response","327","2.1.0","785223","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","2932","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_3","3","49","155","catch","3-2-2","-090","[8,8,8]","[{""id"":8,""curv"":0,""nv"":3,""ang"":135},{""id"":8,""curv"":0,""nv"":3,""ang"":135},{""id"":8,""curv"":0,""nv"":1,""ang"":135}]","images/stim_nv3_ang135_s0.0_rot-090.png","images/stim_nv3_ang135_s0.0_rot-090.png","images/stim_nv1_ang135_s0.0_rot-090.png","false","true","2","2","2","images/stim_nv1_ang135_s0.0_rot-090.png","1","135","0","-090","0","true","",""
"html-button-response","329","2.1.0","820857","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","35632","<div style=""width:800px;""><p>You have completed <b>block 3 of 9</b>.</p><p>On the attention check trials in this block, your accuracy was <b>100%</b>.</p><p style=""color:#006400;""><b>Great job!!</b> You <b>PASSED</b> this block.</p><p>Thank you for paying close attention, this really helps us get high-quality data.</p><p>You have <b>6</b> blocks left. Feel free to take a brief break if you need one before continuing.</p><p>Click ""Continue"" to proceed.</p></div>","0","","","","","","3","","","block_feedback","","","","","","","","","","","","","","","","","","","","false","0"
"html-button-response","330","2.1.0","845741","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","24882","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_4","4","1","156","catch","3-2-2","+090","[16,16,16]","[{""id"":16,""curv"":1,""nv"":3,""ang"":90},{""id"":16,""curv"":1,""nv"":3,""ang"":90},{""id"":16,""curv"":0,""nv"":3,""ang"":90}]","images/stim_nv3_ang90_s0.0_rot+090.png","images/stim_nv3_ang90_s0.8_rot+090.png","images/stim_nv3_ang90_s0.8_rot+090.png","false","true","0","0","0","images/stim_nv3_ang90_s0.0_rot+090.png","3","90","0","+090","0","true","",""
"html-button-response","332","2.1.0","846975","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","1232","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_4","4","2","157","exp_221","2-2-1","-135","[18,19,21]","[{""id"":18,""curv"":2,""nv"":1,""ang"":45},{""id"":19,""curv"":2,""nv"":1,""ang"":90},{""id"":21,""curv"":2,""nv"":2,""ang"":45}]","images/stim_nv1_ang90_s1.4_rot-135.png","images/stim_nv2_ang45_s1.4_rot-135.png","images/stim_nv1_ang45_s1.4_rot-135.png","false","false","null","null","1","images/stim_nv2_ang45_s1.4_rot-135.png","2","45","1.4","-135","2","null","",""
"html-button-response","334","2.1.0","849474","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","2498","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_4","4","3","158","exp_221","2-2-1","-090","[22,25,26]","[{""id"":22,""curv"":2,""nv"":2,""ang"":90},{""id"":25,""curv"":2,""nv"":3,""ang"":90},{""id"":26,""curv"":2,""nv"":3,""ang"":135}]","images/stim_nv2_ang90_s1.4_rot-090.png","images/stim_nv3_ang90_s1.4_rot-090.png","images/stim_nv3_ang135_s1.4_rot-090.png","false","false","null","null","2","images/stim_nv3_ang135_s1.4_rot-090.png","3","135","1.4","-090","2","null","",""
"html-button-response","336","2.1.0","851290","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","1815","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_4","4","4","159","exp_111","1-1-1","+045","[0,19,21]","[{""id"":0,""curv"":0,""nv"":1,""ang"":45},{""id"":19,""curv"":2,""nv"":1,""ang"":90},{""id"":21,""curv"":2,""nv"":2,""ang"":45}]","images/stim_nv1_ang90_s1.4_rot+045.png","images/stim_nv1_ang45_s0.0_rot+045.png","images/stim_nv2_ang45_s1.4_rot+045.png","false","false","null","null","1","images/stim_nv1_ang45_s0.0_rot+045.png","1","45","0","+045","0","null","",""
"html-button-response","338","2.1.0","852757","68308","noInstr","107775888","3","18","Male","Yes, informal or self-taught experience","checking curvature, looking for angles.","","","","","","","","","","","","","","","","","1465","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_4","4","5","160","exp_111","1-1-1","+000","[5,6,21]","[{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":21,""curv"":2,""nv"":2,""ang"":45}]","images/stim_nv2_ang45_s1.4_rot+000.png","images/stim_nv2_ang135_s0.0_rot+000.png","images/stim_nv3_ang45_s0.0_rot+000.png","false","false","null","null","2","images/stim_nv3_ang45_s0.0_rot+000.png","3","45","0","+000","0","null","",""
