"trial_type","trial_index","plugin_version","time_elapsed","participant","experiment_seed","total_experiment_time","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","rotation","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_nv","chosen_ang","chosen_s","chosen_rot","chosen_curv","correct","block_failed","blocks_failed_total"
"html-button-response","10","2.1.0","55857","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","8567","
    <div style=""width:800px;"">
      <p>On each trial, you will see three shapes. You will do <b>9 blocks</b> in total.</p>
      <p>Your task is to select the shape that is the <b>odd-one-out</b>.</p>
      <p>Please focus on the <b>how curvy the shapes are</b> when deciding which one is most different from the other two.</p>
      <p>There is no strictly correct answer, we are interested in your intuitive judgment.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","11","2.1.0","66557","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","10697","
    <div style=""width:800px;"">
      <p>However, there are also <b>attention check trials</b>.</p>
      <p>On these trials, there is <b>exactly one correct odd-one-out</b> (two shapes are identical, and the third looks similar).</p>
      <ul>
        <p>There are several attention check trials in every block</p>
        <p>You must answer at least <b>75%</b> of these correctly in a block to successfully pass that block.</p>
        <p>If you fail <b>3 or more blocks</b>, your data may be <b>rejected</b>, and you may choose to stop the experiment at any time.</p>
      </ul>
      <p>After each block, you will see feedback indicating whether you passed that block.</p>
      <p>Here is an <b>example attention check triplet</b>:</p>
      
  <div style=""display:flex; justify-content:center; gap:20px; margin-top:15px;"">
    <img class=""ooo-img"" src=""images/stim_nv1_ang45_s1.4_rot-045.png""><img class=""ooo-img"" src=""images/stim_nv1_ang45_s1.4_rot-045.png""><img class=""ooo-img"" src=""images/stim_nv1_ang45_s0.0_rot-045.png"">
  </div>

    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","12","2.1.0","76407","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","9849","
    <div style=""width:800px;"">
      <p>You will now complete <b>8 practice trials</b>:</p>
      <ul>
        <p><b>5 practice trials</b> with <b>no obvious correct answer</b>.</p>
        <p><b>3 practice trials</b> that are <b>attention checks</b> with a clearly correct odd-one-out.</p>
      </ul>
      <p>On attention check practice trials, you will be told that it is an attention check.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","13","2.1.0","78782","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","2372","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","practice","0","1","1","practice_ambiguous","1/1/0","-135","[9,17,21]","[{""id"":9,""curv"":1,""nv"":1,""ang"":45},{""id"":17,""curv"":1,""nv"":3,""ang"":135},{""id"":21,""curv"":2,""nv"":2,""ang"":45}]","images/stim_nv3_ang135_s0.8_rot-135.png","images/stim_nv1_ang45_s0.8_rot-135.png","images/stim_nv2_ang45_s1.4_rot-135.png","true","false","null","null","0","images/stim_nv3_ang135_s0.8_rot-135.png","3","135","0.8","-135","1","null","",""
"html-button-response","15","2.1.0","81802","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","3017","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","practice","0","2","2","practice_ambiguous","1/1/0","-135","[8,16,20]","[{""id"":8,""curv"":0,""nv"":3,""ang"":135},{""id"":16,""curv"":1,""nv"":3,""ang"":90},{""id"":20,""curv"":2,""nv"":1,""ang"":135}]","images/stim_nv3_ang135_s0.0_rot-135.png","images/stim_nv1_ang135_s1.4_rot-135.png","images/stim_nv3_ang90_s0.8_rot-135.png","true","false","null","null","2","images/stim_nv3_ang90_s0.8_rot-135.png","3","90","0.8","-135","1","null","",""
"html-button-response","17","2.1.0","83694","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","1890","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","2","","","","","practice","0","3","3","practice_catch","3-2-2","-045","[18,18,18]","[{""id"":18,""curv"":2,""nv"":1,""ang"":45},{""id"":18,""curv"":2,""nv"":1,""ang"":45},{""id"":18,""curv"":0,""nv"":1,""ang"":45}]","images/stim_nv1_ang45_s1.4_rot-045.png","images/stim_nv1_ang45_s1.4_rot-045.png","images/stim_nv1_ang45_s0.0_rot-045.png","true","true","2","2","2","images/stim_nv1_ang45_s0.0_rot-045.png","1","45","0","-045","0","true","",""
"html-button-response","20","2.1.0","89205","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","5506","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","4","4","practice_ambiguous","1/1/0","+045","[1,16,24]","[{""id"":1,""curv"":0,""nv"":1,""ang"":90},{""id"":16,""curv"":1,""nv"":3,""ang"":90},{""id"":24,""curv"":2,""nv"":3,""ang"":45}]","images/stim_nv1_ang90_s0.0_rot+045.png","images/stim_nv3_ang45_s1.4_rot+045.png","images/stim_nv3_ang90_s0.8_rot+045.png","true","false","null","null","1","images/stim_nv3_ang45_s1.4_rot+045.png","3","45","1.4","+045","2","null","",""
"html-button-response","22","2.1.0","93834","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","4627","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","0","","","","","practice","0","5","5","practice_catch","3-2-2","+090","[25,25,25]","[{""id"":25,""curv"":2,""nv"":3,""ang"":90},{""id"":25,""curv"":2,""nv"":3,""ang"":90},{""id"":25,""curv"":2,""nv"":2,""ang"":90}]","images/stim_nv2_ang90_s1.4_rot+090.png","images/stim_nv3_ang90_s1.4_rot+090.png","images/stim_nv3_ang90_s1.4_rot+090.png","true","true","0","0","0","images/stim_nv2_ang90_s1.4_rot+090.png","2","90","1.4","+090","2","true","",""
"html-button-response","25","2.1.0","95221","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","1386","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","1","","","","","practice","0","6","6","practice_catch","3-2-2","-045","[16,16,16]","[{""id"":16,""curv"":1,""nv"":3,""ang"":90},{""id"":16,""curv"":1,""nv"":3,""ang"":90},{""id"":16,""curv"":1,""nv"":2,""ang"":90}]","images/stim_nv3_ang90_s0.8_rot-045.png","images/stim_nv2_ang90_s0.8_rot-045.png","images/stim_nv3_ang90_s0.8_rot-045.png","true","true","1","1","1","images/stim_nv2_ang90_s0.8_rot-045.png","2","90","0.8","-045","1","true","",""
"html-button-response","28","2.1.0","97539","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","2315","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","practice","0","7","7","practice_ambiguous","1/1/0","-090","[1,13,17]","[{""id"":1,""curv"":0,""nv"":1,""ang"":90},{""id"":13,""curv"":1,""nv"":2,""ang"":90},{""id"":17,""curv"":1,""nv"":3,""ang"":135}]","images/stim_nv2_ang90_s0.8_rot-090.png","images/stim_nv1_ang90_s0.0_rot-090.png","images/stim_nv3_ang135_s0.8_rot-090.png","true","false","null","null","2","images/stim_nv3_ang135_s0.8_rot-090.png","3","135","0.8","-090","1","null","",""
"html-button-response","30","2.1.0","100439","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","2899","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","8","8","practice_ambiguous","1/1/0","-045","[6,9,19]","[{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":9,""curv"":1,""nv"":1,""ang"":45},{""id"":19,""curv"":2,""nv"":1,""ang"":90}]","images/stim_nv3_ang45_s0.0_rot-045.png","images/stim_nv1_ang45_s0.8_rot-045.png","images/stim_nv1_ang90_s1.4_rot-045.png","true","false","null","null","1","images/stim_nv1_ang45_s0.8_rot-045.png","1","45","0.8","-045","1","null","",""
"html-button-response","32","2.1.0","101927","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","1486","<p>Practice is complete.</p>
            <p>When you are ready, click below to start the main experiment.</p>
            <p>The main task has <b>9 blocks</b>. You can take short breaks between blocks.</p>
            <p>On all trials, please respond thoughtfully and <b>pick the odd-one-out based on curvature.</b></p>
            <p>If you respond too fast, you will see a warning screen.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","33","2.1.0","104679","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","2750","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","1","9","catch","3-2-2","+135","[17,17,17]","[{""id"":17,""curv"":1,""nv"":3,""ang"":135},{""id"":17,""curv"":1,""nv"":3,""ang"":135},{""id"":17,""curv"":1,""nv"":3,""ang"":90}]","images/stim_nv3_ang135_s0.8_rot+135.png","images/stim_nv3_ang135_s0.8_rot+135.png","images/stim_nv3_ang90_s0.8_rot+135.png","false","true","2","2","2","images/stim_nv3_ang90_s0.8_rot+135.png","3","90","0.8","+135","1","true","",""
"html-button-response","35","2.1.0","107154","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","2474","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","2","10","exp_111","1-1-1","+135","[5,20,21]","[{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":20,""curv"":2,""nv"":1,""ang"":135},{""id"":21,""curv"":2,""nv"":2,""ang"":45}]","images/stim_nv2_ang135_s0.0_rot+135.png","images/stim_nv2_ang45_s1.4_rot+135.png","images/stim_nv1_ang135_s1.4_rot+135.png","false","false","null","null","1","images/stim_nv2_ang45_s1.4_rot+135.png","2","45","1.4","+135","2","null","",""
"html-button-response","37","2.1.0","109418","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","2262","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","3","11","exp_221","2-2-1","-090","[7,8,26]","[{""id"":7,""curv"":0,""nv"":3,""ang"":90},{""id"":8,""curv"":0,""nv"":3,""ang"":135},{""id"":26,""curv"":2,""nv"":3,""ang"":135}]","images/stim_nv3_ang90_s0.0_rot-090.png","images/stim_nv3_ang135_s1.4_rot-090.png","images/stim_nv3_ang135_s0.0_rot-090.png","false","false","null","null","0","images/stim_nv3_ang90_s0.0_rot-090.png","3","90","0","-090","0","null","",""
"html-button-response","39","2.1.0","111220","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","1800","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","4","12","exp_221","2-2-1","-045","[1,3,4]","[{""id"":1,""curv"":0,""nv"":1,""ang"":90},{""id"":3,""curv"":0,""nv"":2,""ang"":45},{""id"":4,""curv"":0,""nv"":2,""ang"":90}]","images/stim_nv2_ang90_s0.0_rot-045.png","images/stim_nv1_ang90_s0.0_rot-045.png","images/stim_nv2_ang45_s0.0_rot-045.png","false","false","null","null","2","images/stim_nv2_ang45_s0.0_rot-045.png","2","45","0","-045","0","null","",""
"html-button-response","41","2.1.0","113763","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","2541","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","5","13","exp_221","2-2-1","+180","[3,21,23]","[{""id"":3,""curv"":0,""nv"":2,""ang"":45},{""id"":21,""curv"":2,""nv"":2,""ang"":45},{""id"":23,""curv"":2,""nv"":2,""ang"":135}]","images/stim_nv2_ang45_s1.4_rot+180.png","images/stim_nv2_ang135_s1.4_rot+180.png","images/stim_nv2_ang45_s0.0_rot+180.png","false","false","null","null","1","images/stim_nv2_ang135_s1.4_rot+180.png","2","135","1.4","+180","2","null","",""
"html-button-response","43","2.1.0","118240","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","4476","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","6","14","exp_111","1-1-1","+090","[1,18,25]","[{""id"":1,""curv"":0,""nv"":1,""ang"":90},{""id"":18,""curv"":2,""nv"":1,""ang"":45},{""id"":25,""curv"":2,""nv"":3,""ang"":90}]","images/stim_nv1_ang90_s0.0_rot+090.png","images/stim_nv1_ang45_s1.4_rot+090.png","images/stim_nv3_ang90_s1.4_rot+090.png","false","false","null","null","1","images/stim_nv1_ang45_s1.4_rot+090.png","1","45","1.4","+090","2","null","",""
"html-button-response","45","2.1.0","120310","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","2068","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","7","15","exp_221","2-2-1","+180","[20,24,26]","[{""id"":20,""curv"":2,""nv"":1,""ang"":135},{""id"":24,""curv"":2,""nv"":3,""ang"":45},{""id"":26,""curv"":2,""nv"":3,""ang"":135}]","images/stim_nv3_ang135_s1.4_rot+180.png","images/stim_nv3_ang45_s1.4_rot+180.png","images/stim_nv1_ang135_s1.4_rot+180.png","false","false","null","null","1","images/stim_nv3_ang45_s1.4_rot+180.png","3","45","1.4","+180","2","null","",""
"html-button-response","47","2.1.0","121688","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","1376","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","8","16","exp_221","2-2-1","+000","[2,18,20]","[{""id"":2,""curv"":0,""nv"":1,""ang"":135},{""id"":18,""curv"":2,""nv"":1,""ang"":45},{""id"":20,""curv"":2,""nv"":1,""ang"":135}]","images/stim_nv1_ang135_s1.4_rot+000.png","images/stim_nv1_ang45_s1.4_rot+000.png","images/stim_nv1_ang135_s0.0_rot+000.png","false","false","null","null","1","images/stim_nv1_ang45_s1.4_rot+000.png","1","45","1.4","+000","2","null","",""
"html-button-response","49","2.1.0","123859","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","2169","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","9","17","exp_221","2-2-1","-135","[0,2,9]","[{""id"":0,""curv"":0,""nv"":1,""ang"":45},{""id"":2,""curv"":0,""nv"":1,""ang"":135},{""id"":9,""curv"":1,""nv"":1,""ang"":45}]","images/stim_nv1_ang135_s0.0_rot-135.png","images/stim_nv1_ang45_s0.0_rot-135.png","images/stim_nv1_ang45_s0.8_rot-135.png","false","false","null","null","0","images/stim_nv1_ang135_s0.0_rot-135.png","1","135","0","-135","0","null","",""
"html-button-response","51","2.1.0","127177","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","3316","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","10","18","exp_111","1-1-1","+180","[12,18,22]","[{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":18,""curv"":2,""nv"":1,""ang"":45},{""id"":22,""curv"":2,""nv"":2,""ang"":90}]","images/stim_nv2_ang45_s0.8_rot+180.png","images/stim_nv2_ang90_s1.4_rot+180.png","images/stim_nv1_ang45_s1.4_rot+180.png","false","false","null","null","1","images/stim_nv2_ang90_s1.4_rot+180.png","2","90","1.4","+180","2","null","",""
"html-button-response","53","2.1.0","129415","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","2237","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","11","19","exp_111","1-1-1","-135","[4,6,12]","[{""id"":4,""curv"":0,""nv"":2,""ang"":90},{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":12,""curv"":1,""nv"":2,""ang"":45}]","images/stim_nv2_ang45_s0.8_rot-135.png","images/stim_nv3_ang45_s0.0_rot-135.png","images/stim_nv2_ang90_s0.0_rot-135.png","false","false","null","null","2","images/stim_nv2_ang90_s0.0_rot-135.png","2","90","0","-135","0","null","",""
"html-button-response","55","2.1.0","135018","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","5602","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","12","20","exp_221","2-2-1","-045","[0,3,12]","[{""id"":0,""curv"":0,""nv"":1,""ang"":45},{""id"":3,""curv"":0,""nv"":2,""ang"":45},{""id"":12,""curv"":1,""nv"":2,""ang"":45}]","images/stim_nv1_ang45_s0.0_rot-045.png","images/stim_nv2_ang45_s0.0_rot-045.png","images/stim_nv2_ang45_s0.8_rot-045.png","false","false","null","null","0","images/stim_nv1_ang45_s0.0_rot-045.png","1","45","0","-045","0","null","",""
"html-button-response","57","2.1.0","138333","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","3312","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","13","21","exp_221","2-2-1","-090","[3,5,8]","[{""id"":3,""curv"":0,""nv"":2,""ang"":45},{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":8,""curv"":0,""nv"":3,""ang"":135}]","images/stim_nv2_ang45_s0.0_rot-090.png","images/stim_nv2_ang135_s0.0_rot-090.png","images/stim_nv3_ang135_s0.0_rot-090.png","false","false","null","null","0","images/stim_nv2_ang45_s0.0_rot-090.png","2","45","0","-090","0","null","",""
"html-button-response","59","2.1.0","140269","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","1934","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","14","22","exp_111","1-1-1","-045","[1,3,9]","[{""id"":1,""curv"":0,""nv"":1,""ang"":90},{""id"":3,""curv"":0,""nv"":2,""ang"":45},{""id"":9,""curv"":1,""nv"":1,""ang"":45}]","images/stim_nv1_ang90_s0.0_rot-045.png","images/stim_nv2_ang45_s0.0_rot-045.png","images/stim_nv1_ang45_s0.8_rot-045.png","false","false","null","null","0","images/stim_nv1_ang90_s0.0_rot-045.png","1","90","0","-045","0","null","",""
"html-button-response","61","2.1.0","143855","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","3584","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","15","23","catch","3-2-2","+045","[3,3,3]","[{""id"":3,""curv"":0,""nv"":2,""ang"":45},{""id"":3,""curv"":0,""nv"":2,""ang"":45},{""id"":3,""curv"":2,""nv"":2,""ang"":45}]","images/stim_nv2_ang45_s0.0_rot+045.png","images/stim_nv2_ang45_s1.4_rot+045.png","images/stim_nv2_ang45_s0.0_rot+045.png","false","true","1","1","1","images/stim_nv2_ang45_s1.4_rot+045.png","2","45","1.4","+045","2","true","",""
"html-button-response","63","2.1.0","148213","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","4356","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","16","24","exp_221","2-2-1","+135","[9,11,18]","[{""id"":9,""curv"":1,""nv"":1,""ang"":45},{""id"":11,""curv"":1,""nv"":1,""ang"":135},{""id"":18,""curv"":2,""nv"":1,""ang"":45}]","images/stim_nv1_ang135_s0.8_rot+135.png","images/stim_nv1_ang45_s0.8_rot+135.png","images/stim_nv1_ang45_s1.4_rot+135.png","false","false","null","null","0","images/stim_nv1_ang135_s0.8_rot+135.png","1","135","0.8","+135","1","null","",""
"html-button-response","65","2.1.0","151841","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","3625","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","17","25","exp_111","1-1-1","+045","[5,7,13]","[{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":7,""curv"":0,""nv"":3,""ang"":90},{""id"":13,""curv"":1,""nv"":2,""ang"":90}]","images/stim_nv3_ang90_s0.0_rot+045.png","images/stim_nv2_ang135_s0.0_rot+045.png","images/stim_nv2_ang90_s0.8_rot+045.png","false","false","null","null","1","images/stim_nv2_ang135_s0.0_rot+045.png","2","135","0","+045","0","null","",""
"html-button-response","67","2.1.0","153822","67384","806336629","4","20","Male","Yes, informal or self-taught experience","looking for the sharpness first, thenlooking for the radius of the cruve","","","","","","","","","","","","","","","","","1979","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","18","26","exp_221","2-2-1","+090","[9,10,13]","[{""id"":9,""curv"":1,""nv"":1,""ang"":45},{""id"":10,""curv"":1,""nv"":1,""ang"":90},{""id"":13,""curv"":1,""nv"":2,""ang"":90}]","images/stim_nv1_ang90_s0.8_rot+090.png","images/stim_nv1_ang45_s0.8_rot+090.png","images/stim_nv2_ang90_s0.8_rot+090.png","false","false","null","null","1","images/stim_nv1_ang45_s0.8_rot+090.png","1","45","0.8","+090","1","null","",""
