"trial_type","trial_index","plugin_version","time_elapsed","participant","experiment_seed","total_experiment_time","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","rotation","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_nv","chosen_ang","chosen_s","chosen_rot","chosen_curv","correct","block_failed","blocks_failed_total"
"html-button-response","10","2.1.0","95445","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","11714","
    <div style=""width:800px;"">
      <p>On each trial, you will see three shapes. You will do <b>9 blocks</b> in total.</p>
      <p>Your task is to select the shape that is the <b>odd-one-out</b>.</p>
      <p>Please focus on the <b>how curvy the shapes are</b> when deciding which one is most different from the other two.</p>
      <p>There is no strictly correct answer, we are interested in your intuitive judgment.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","11","2.1.0","111955","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","16506","
    <div style=""width:800px;"">
      <p>However, there are also <b>attention check trials</b>.</p>
      <p>On these trials, there is <b>exactly one correct odd-one-out</b> (two shapes are identical, and the third looks similar).</p>
      <ul>
        <p>There are several attention check trials in every block</p>
        <p>You must answer at least <b>75%</b> of these correctly in a block to successfully pass that block.</p>
        <p>If you fail <b>3 or more blocks</b>, your data may be <b>rejected</b>, and you may choose to stop the experiment at any time.</p>
      </ul>
      <p>After each block, you will see feedback indicating whether you passed that block.</p>
      <p>Here is an <b>example attention check triplet</b>:</p>
      
  <div style=""display:flex; justify-content:center; gap:20px; margin-top:15px;"">
    <img class=""ooo-img"" src=""images/stim_nv2_ang45_s0.8_rot+180.png""><img class=""ooo-img"" src=""images/stim_nv2_ang45_s0.8_rot+180.png""><img class=""ooo-img"" src=""images/stim_nv1_ang45_s0.8_rot+180.png"">
  </div>

    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","12","2.1.0","122160","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","10199","
    <div style=""width:800px;"">
      <p>You will now complete <b>8 practice trials</b>:</p>
      <ul>
        <p><b>5 practice trials</b> with <b>no obvious correct answer</b>.</p>
        <p><b>3 practice trials</b> that are <b>attention checks</b> with a clearly correct odd-one-out.</p>
      </ul>
      <p>On attention check practice trials, you will be told that it is an attention check.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","13","2.1.0","123654","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","1489","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","2","","","","","practice","0","1","1","practice_catch","3-2-2","+180","[22,22,22]","[{""id"":22,""curv"":2,""nv"":2,""ang"":90},{""id"":22,""curv"":2,""nv"":2,""ang"":90},{""id"":22,""curv"":2,""nv"":1,""ang"":90}]","images/stim_nv2_ang90_s1.4_rot+180.png","images/stim_nv2_ang90_s1.4_rot+180.png","images/stim_nv1_ang90_s1.4_rot+180.png","true","true","2","2","2","images/stim_nv1_ang90_s1.4_rot+180.png","1","90","1.4","+180","2","true","",""
"html-button-response","16","2.1.0","126674","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","3014","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","practice","0","2","2","practice_ambiguous","1/1/0","+180","[5,7,10]","[{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":7,""curv"":0,""nv"":3,""ang"":90},{""id"":10,""curv"":1,""nv"":1,""ang"":90}]","images/stim_nv3_ang90_s0.0_rot+180.png","images/stim_nv2_ang135_s0.0_rot+180.png","images/stim_nv1_ang90_s0.8_rot+180.png","true","false","null","null","2","images/stim_nv1_ang90_s0.8_rot+180.png","1","90","0.8","+180","1","null","",""
"html-button-response","18","2.1.0","131983","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","5307","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","practice","0","3","3","practice_ambiguous","1/1/0","+045","[5,16,22]","[{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":16,""curv"":1,""nv"":3,""ang"":90},{""id"":22,""curv"":2,""nv"":2,""ang"":90}]","images/stim_nv2_ang135_s0.0_rot+045.png","images/stim_nv2_ang90_s1.4_rot+045.png","images/stim_nv3_ang90_s0.8_rot+045.png","true","false","null","null","2","images/stim_nv3_ang90_s0.8_rot+045.png","3","90","0.8","+045","1","null","",""
"html-button-response","20","2.1.0","133808","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","1819","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","2","","","","","practice","0","4","4","practice_catch","3-2-2","+180","[12,12,12]","[{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":12,""curv"":1,""nv"":1,""ang"":45}]","images/stim_nv2_ang45_s0.8_rot+180.png","images/stim_nv2_ang45_s0.8_rot+180.png","images/stim_nv1_ang45_s0.8_rot+180.png","true","true","2","2","2","images/stim_nv1_ang45_s0.8_rot+180.png","1","45","0.8","+180","1","true","",""
"html-button-response","23","2.1.0","136753","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","2942","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","practice","0","5","5","practice_ambiguous","1/1/0","-045","[7,10,24]","[{""id"":7,""curv"":0,""nv"":3,""ang"":90},{""id"":10,""curv"":1,""nv"":1,""ang"":90},{""id"":24,""curv"":2,""nv"":3,""ang"":45}]","images/stim_nv1_ang90_s0.8_rot-045.png","images/stim_nv3_ang45_s1.4_rot-045.png","images/stim_nv3_ang90_s0.0_rot-045.png","true","false","null","null","0","images/stim_nv1_ang90_s0.8_rot-045.png","1","90","0.8","-045","1","null","",""
"html-button-response","25","2.1.0","138556","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","1799","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","1","","","","","practice","0","6","6","practice_catch","3-2-2","-045","[12,12,12]","[{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":12,""curv"":1,""nv"":2,""ang"":135}]","images/stim_nv2_ang45_s0.8_rot-045.png","images/stim_nv2_ang135_s0.8_rot-045.png","images/stim_nv2_ang45_s0.8_rot-045.png","true","true","1","1","1","images/stim_nv2_ang135_s0.8_rot-045.png","2","135","0.8","-045","1","true","",""
"html-button-response","28","2.1.0","141453","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","2893","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","practice","0","7","7","practice_ambiguous","1/1/0","+045","[2,14,19]","[{""id"":2,""curv"":0,""nv"":1,""ang"":135},{""id"":14,""curv"":1,""nv"":2,""ang"":135},{""id"":19,""curv"":2,""nv"":1,""ang"":90}]","images/stim_nv1_ang90_s1.4_rot+045.png","images/stim_nv1_ang135_s0.0_rot+045.png","images/stim_nv2_ang135_s0.8_rot+045.png","true","false","null","null","2","images/stim_nv2_ang135_s0.8_rot+045.png","2","135","0.8","+045","1","null","",""
"html-button-response","30","2.1.0","144728","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","3271","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","8","8","practice_ambiguous","1/1/0","+090","[5,9,13]","[{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":9,""curv"":1,""nv"":1,""ang"":45},{""id"":13,""curv"":1,""nv"":2,""ang"":90}]","images/stim_nv2_ang90_s0.8_rot+090.png","images/stim_nv1_ang45_s0.8_rot+090.png","images/stim_nv2_ang135_s0.0_rot+090.png","true","false","null","null","1","images/stim_nv1_ang45_s0.8_rot+090.png","1","45","0.8","+090","1","null","",""
"html-button-response","32","2.1.0","156104","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","11372","<p>Practice is complete.</p>
            <p>When you are ready, click below to start the main experiment.</p>
            <p>The main task has <b>9 blocks</b>. You can take short breaks between blocks.</p>
            <p>On all trials, please respond thoughtfully and <b>pick the odd-one-out based on curvature.</b></p>
            <p>If you respond too fast, you will see a warning screen.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","33","2.1.0","160594","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","4487","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","1","9","exp_221","2-2-1","+180","[0,1,9]","[{""id"":0,""curv"":0,""nv"":1,""ang"":45},{""id"":1,""curv"":0,""nv"":1,""ang"":90},{""id"":9,""curv"":1,""nv"":1,""ang"":45}]","images/stim_nv1_ang45_s0.0_rot+180.png","images/stim_nv1_ang45_s0.8_rot+180.png","images/stim_nv1_ang90_s0.0_rot+180.png","false","false","null","null","1","images/stim_nv1_ang45_s0.8_rot+180.png","1","45","0.8","+180","1","null","",""
"html-button-response","35","2.1.0","163620","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","3022","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","2","10","exp_221","2-2-1","-045","[11,16,17]","[{""id"":11,""curv"":1,""nv"":1,""ang"":135},{""id"":16,""curv"":1,""nv"":3,""ang"":90},{""id"":17,""curv"":1,""nv"":3,""ang"":135}]","images/stim_nv3_ang90_s0.8_rot-045.png","images/stim_nv3_ang135_s0.8_rot-045.png","images/stim_nv1_ang135_s0.8_rot-045.png","false","false","null","null","2","images/stim_nv1_ang135_s0.8_rot-045.png","1","135","0.8","-045","1","null","",""
"html-button-response","37","2.1.0","167956","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","4332","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","3","11","exp_221","2-2-1","-135","[4,13,14]","[{""id"":4,""curv"":0,""nv"":2,""ang"":90},{""id"":13,""curv"":1,""nv"":2,""ang"":90},{""id"":14,""curv"":1,""nv"":2,""ang"":135}]","images/stim_nv2_ang90_s0.8_rot-135.png","images/stim_nv2_ang135_s0.8_rot-135.png","images/stim_nv2_ang90_s0.0_rot-135.png","false","false","null","null","2","images/stim_nv2_ang90_s0.0_rot-135.png","2","90","0","-135","0","null","",""
"html-button-response","39","2.1.0","171393","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","3433","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","4","12","exp_221","2-2-1","-090","[18,24,25]","[{""id"":18,""curv"":2,""nv"":1,""ang"":45},{""id"":24,""curv"":2,""nv"":3,""ang"":45},{""id"":25,""curv"":2,""nv"":3,""ang"":90}]","images/stim_nv3_ang45_s1.4_rot-090.png","images/stim_nv3_ang90_s1.4_rot-090.png","images/stim_nv1_ang45_s1.4_rot-090.png","false","false","null","null","2","images/stim_nv1_ang45_s1.4_rot-090.png","1","45","1.4","-090","2","null","",""
"html-button-response","41","2.1.0","177801","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","6404","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","5","13","exp_221","2-2-1","-045","[21,23,26]","[{""id"":21,""curv"":2,""nv"":2,""ang"":45},{""id"":23,""curv"":2,""nv"":2,""ang"":135},{""id"":26,""curv"":2,""nv"":3,""ang"":135}]","images/stim_nv2_ang135_s1.4_rot-045.png","images/stim_nv3_ang135_s1.4_rot-045.png","images/stim_nv2_ang45_s1.4_rot-045.png","false","false","null","null","1","images/stim_nv3_ang135_s1.4_rot-045.png","3","135","1.4","-045","2","null","",""
"html-button-response","43","2.1.0","180210","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","2404","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","6","14","exp_221","2-2-1","+045","[10,16,17]","[{""id"":10,""curv"":1,""nv"":1,""ang"":90},{""id"":16,""curv"":1,""nv"":3,""ang"":90},{""id"":17,""curv"":1,""nv"":3,""ang"":135}]","images/stim_nv1_ang90_s0.8_rot+045.png","images/stim_nv3_ang135_s0.8_rot+045.png","images/stim_nv3_ang90_s0.8_rot+045.png","false","false","null","null","0","images/stim_nv1_ang90_s0.8_rot+045.png","1","90","0.8","+045","1","null","",""
"html-button-response","45","2.1.0","182428","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","2215","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","7","15","exp_221","2-2-1","-045","[9,15,16]","[{""id"":9,""curv"":1,""nv"":1,""ang"":45},{""id"":15,""curv"":1,""nv"":3,""ang"":45},{""id"":16,""curv"":1,""nv"":3,""ang"":90}]","images/stim_nv1_ang45_s0.8_rot-045.png","images/stim_nv3_ang45_s0.8_rot-045.png","images/stim_nv3_ang90_s0.8_rot-045.png","false","false","null","null","0","images/stim_nv1_ang45_s0.8_rot-045.png","1","45","0.8","-045","1","null","",""
"html-button-response","47","2.1.0","186359","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","3926","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","8","16","exp_221","2-2-1","+180","[9,11,18]","[{""id"":9,""curv"":1,""nv"":1,""ang"":45},{""id"":11,""curv"":1,""nv"":1,""ang"":135},{""id"":18,""curv"":2,""nv"":1,""ang"":45}]","images/stim_nv1_ang45_s0.8_rot+180.png","images/stim_nv1_ang45_s1.4_rot+180.png","images/stim_nv1_ang135_s0.8_rot+180.png","false","false","null","null","2","images/stim_nv1_ang135_s0.8_rot+180.png","1","135","0.8","+180","1","null","",""
"html-button-response","49","2.1.0","190068","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","3704","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","9","17","exp_111","1-1-1","+045","[0,10,15]","[{""id"":0,""curv"":0,""nv"":1,""ang"":45},{""id"":10,""curv"":1,""nv"":1,""ang"":90},{""id"":15,""curv"":1,""nv"":3,""ang"":45}]","images/stim_nv3_ang45_s0.8_rot+045.png","images/stim_nv1_ang90_s0.8_rot+045.png","images/stim_nv1_ang45_s0.0_rot+045.png","false","false","null","null","0","images/stim_nv3_ang45_s0.8_rot+045.png","3","45","0.8","+045","1","null","",""
"html-button-response","51","2.1.0","194696","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","4625","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","10","18","exp_221","2-2-1","-045","[10,11,20]","[{""id"":10,""curv"":1,""nv"":1,""ang"":90},{""id"":11,""curv"":1,""nv"":1,""ang"":135},{""id"":20,""curv"":2,""nv"":1,""ang"":135}]","images/stim_nv1_ang135_s1.4_rot-045.png","images/stim_nv1_ang90_s0.8_rot-045.png","images/stim_nv1_ang135_s0.8_rot-045.png","false","false","null","null","1","images/stim_nv1_ang90_s0.8_rot-045.png","1","90","0.8","-045","1","null","",""
"html-button-response","53","2.1.0","199265","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","4566","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","11","19","exp_221","2-2-1","+000","[6,8,15]","[{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":8,""curv"":0,""nv"":3,""ang"":135},{""id"":15,""curv"":1,""nv"":3,""ang"":45}]","images/stim_nv3_ang45_s0.8_rot+000.png","images/stim_nv3_ang45_s0.0_rot+000.png","images/stim_nv3_ang135_s0.0_rot+000.png","false","false","null","null","0","images/stim_nv3_ang45_s0.8_rot+000.png","3","45","0.8","+000","1","null","",""
"html-button-response","55","2.1.0","201865","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","2596","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","12","20","catch","3-2-2","+045","[12,12,12]","[{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":12,""curv"":0,""nv"":2,""ang"":45}]","images/stim_nv2_ang45_s0.8_rot+045.png","images/stim_nv2_ang45_s0.0_rot+045.png","images/stim_nv2_ang45_s0.8_rot+045.png","false","true","1","1","1","images/stim_nv2_ang45_s0.0_rot+045.png","2","45","0","+045","0","true","",""
"html-button-response","57","2.1.0","204629","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","2760","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","13","21","exp_111","1-1-1","-045","[1,6,25]","[{""id"":1,""curv"":0,""nv"":1,""ang"":90},{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":25,""curv"":2,""nv"":3,""ang"":90}]","images/stim_nv3_ang90_s1.4_rot-045.png","images/stim_nv3_ang45_s0.0_rot-045.png","images/stim_nv1_ang90_s0.0_rot-045.png","false","false","null","null","2","images/stim_nv1_ang90_s0.0_rot-045.png","1","90","0","-045","0","null","",""
"html-button-response","59","2.1.0","207403","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","2771","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","14","22","catch","3-2-2","+135","[6,6,6]","[{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":6,""curv"":2,""nv"":3,""ang"":45}]","images/stim_nv3_ang45_s0.0_rot+135.png","images/stim_nv3_ang45_s1.4_rot+135.png","images/stim_nv3_ang45_s0.0_rot+135.png","false","true","1","1","1","images/stim_nv3_ang45_s1.4_rot+135.png","3","45","1.4","+135","2","true","",""
"html-button-response","61","2.1.0","211476","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","4068","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","15","23","exp_221","2-2-1","-090","[4,10,13]","[{""id"":4,""curv"":0,""nv"":2,""ang"":90},{""id"":10,""curv"":1,""nv"":1,""ang"":90},{""id"":13,""curv"":1,""nv"":2,""ang"":90}]","images/stim_nv2_ang90_s0.8_rot-090.png","images/stim_nv1_ang90_s0.8_rot-090.png","images/stim_nv2_ang90_s0.0_rot-090.png","false","false","null","null","1","images/stim_nv1_ang90_s0.8_rot-090.png","1","90","0.8","-090","1","null","",""
"html-button-response","63","2.1.0","216689","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","5208","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","16","24","exp_111","1-1-1","-090","[5,11,13]","[{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":11,""curv"":1,""nv"":1,""ang"":135},{""id"":13,""curv"":1,""nv"":2,""ang"":90}]","images/stim_nv1_ang135_s0.8_rot-090.png","images/stim_nv2_ang90_s0.8_rot-090.png","images/stim_nv2_ang135_s0.0_rot-090.png","false","false","null","null","0","images/stim_nv1_ang135_s0.8_rot-090.png","1","135","0.8","-090","1","null","",""
"html-button-response","65","2.1.0","221556","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","4863","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","17","25","exp_111","1-1-1","+090","[11,18,26]","[{""id"":11,""curv"":1,""nv"":1,""ang"":135},{""id"":18,""curv"":2,""nv"":1,""ang"":45},{""id"":26,""curv"":2,""nv"":3,""ang"":135}]","images/stim_nv1_ang45_s1.4_rot+090.png","images/stim_nv3_ang135_s1.4_rot+090.png","images/stim_nv1_ang135_s0.8_rot+090.png","false","false","null","null","1","images/stim_nv3_ang135_s1.4_rot+090.png","3","135","1.4","+090","2","null","",""
"html-button-response","67","2.1.0","223186","66412","121991720","12","18","Female","Yes, informal or self-taught experience","counting the number of lumps, the shapes of the curves and bends","","","","","","","","","","","","","","","","","1627","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","18","26","exp_111","1-1-1","+000","[10,15,25]","[{""id"":10,""curv"":1,""nv"":1,""ang"":90},{""id"":15,""curv"":1,""nv"":3,""ang"":45},{""id"":25,""curv"":2,""nv"":3,""ang"":90}]","images/stim_nv3_ang45_s0.8_rot+000.png","images/stim_nv3_ang90_s1.4_rot+000.png","images/stim_nv1_ang90_s0.8_rot+000.png","false","false","null","null","2","images/stim_nv1_ang90_s0.8_rot+000.png","1","90","0.8","+000","1","null","",""
