"trial_type","trial_index","plugin_version","time_elapsed","participant","expType","experiment_seed","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","seeds","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_range","chosen_N","chosen_curv","chosen_seed","correct","block_failed","blocks_failed_total"
"html-button-response","18","2.1.0","340112","66463","noInstr","679968725","18","Female","No experience","I would check for size, orientation and outline of the shape. If it had similar features such as round edges or spikes. If it was tilted the same direction. Some shapes also looked very similar in terms of overall shape rather than the outlines. Sometimes a shape just stands out at first glance.","","","","","","","","","","","","","","","","","2515","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","practice","0","3","3","practice_ambiguous","1/1/0","[7,26,9]","[12,17,22]","[{""id"":12,""curv"":1,""nv"":18,""range"":12},{""id"":17,""curv"":1,""nv"":27,""range"":45},{""id"":22,""curv"":2,""nv"":18,""range"":25}]","practice_images/circle_rng12_N18_curv1_seed7.png","practice_images/circle_rng25_N18_curv2_seed9.png","practice_images/circle_rng45_N27_curv1_seed26.png","true","false","null","null","2","practice_images/circle_rng45_N27_curv1_seed26.png","45","27","1","26","null","",""
"html-button-response","20","2.1.0","345295","66463","noInstr","679968725","18","Female","No experience","I would check for size, orientation and outline of the shape. If it had similar features such as round edges or spikes. If it was tilted the same direction. Some shapes also looked very similar in terms of overall shape rather than the outlines. Sometimes a shape just stands out at first glance.","","","","","","","","","","","","","","","","","5181","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","practice","0","4","4","practice_ambiguous","1/1/0","[26,9,7]","[17,19,24]","[{""id"":17,""curv"":1,""nv"":27,""range"":45},{""id"":19,""curv"":2,""nv"":9,""range"":25},{""id"":24,""curv"":2,""nv"":27,""range"":12}]","practice_images/circle_rng12_N27_curv2_seed7.png","practice_images/circle_rng25_N9_curv2_seed9.png","practice_images/circle_rng45_N27_curv1_seed26.png","true","false","null","null","2","practice_images/circle_rng45_N27_curv1_seed26.png","45","27","1","26","null","",""
"html-button-response","22","2.1.0","347511","66463","noInstr","679968725","18","Female","No experience","I would check for size, orientation and outline of the shape. If it had similar features such as round edges or spikes. If it was tilted the same direction. Some shapes also looked very similar in terms of overall shape rather than the outlines. Sometimes a shape just stands out at first glance.","","","","","","","","","","","","","","","","","2214","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","2","","","","","practice","0","5","5","practice_catch","3-2-2","[9,9,7]","[6,6,6]","[{""id"":6,""curv"":0,""nv"":27,""range"":12},{""id"":6,""curv"":0,""nv"":27,""range"":12},{""id"":6,""curv"":0,""nv"":9,""range"":12}]","practice_images/circle_rng12_N27_curv0_seed9.png","practice_images/circle_rng12_N27_curv0_seed9.png","practice_images/circle_rng12_N9_curv0_seed7.png","true","true","2","2","2","practice_images/circle_rng12_N9_curv0_seed7.png","12","9","0","7","true","",""
"html-button-response","25","2.1.0","351595","66463","noInstr","679968725","18","Female","No experience","I would check for size, orientation and outline of the shape. If it had similar features such as round edges or spikes. If it was tilted the same direction. Some shapes also looked very similar in terms of overall shape rather than the outlines. Sometimes a shape just stands out at first glance.","","","","","","","","","","","","","","","","","4082","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","practice","0","6","6","practice_ambiguous","1/1/0","[7,26,9]","[2,4,25]","[{""id"":2,""curv"":0,""nv"":9,""range"":45},{""id"":4,""curv"":0,""nv"":18,""range"":25},{""id"":25,""curv"":2,""nv"":27,""range"":25}]","practice_images/circle_rng25_N27_curv2_seed9.png","practice_images/circle_rng45_N9_curv0_seed7.png","practice_images/circle_rng25_N18_curv0_seed26.png","true","false","null","null","0","practice_images/circle_rng25_N27_curv2_seed9.png","25","27","2","9","null","",""
"html-button-response","27","2.1.0","352978","66463","noInstr","679968725","18","Female","No experience","I would check for size, orientation and outline of the shape. If it had similar features such as round edges or spikes. If it was tilted the same direction. Some shapes also looked very similar in terms of overall shape rather than the outlines. Sometimes a shape just stands out at first glance.","","","","","","","","","","","","","","","","","1381","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","practice","0","7","7","practice_ambiguous","1/1/0","[9,7,26]","[17,20,22]","[{""id"":17,""curv"":1,""nv"":27,""range"":45},{""id"":20,""curv"":2,""nv"":9,""range"":45},{""id"":22,""curv"":2,""nv"":18,""range"":25}]","practice_images/circle_rng45_N27_curv1_seed9.png","practice_images/circle_rng45_N9_curv2_seed7.png","practice_images/circle_rng25_N18_curv2_seed26.png","true","false","null","null","0","practice_images/circle_rng45_N27_curv1_seed9.png","45","27","1","9","null","",""
"html-button-response","29","2.1.0","355445","66463","noInstr","679968725","18","Female","No experience","I would check for size, orientation and outline of the shape. If it had similar features such as round edges or spikes. If it was tilted the same direction. Some shapes also looked very similar in terms of overall shape rather than the outlines. Sometimes a shape just stands out at first glance.","","","","","","","","","","","","","","","","","2465","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","2","","","","","practice","0","8","8","practice_catch","3-2-2","[7,7,26]","[2,2,2]","[{""id"":2,""curv"":0,""nv"":9,""range"":45},{""id"":2,""curv"":0,""nv"":9,""range"":45},{""id"":2,""curv"":1,""nv"":9,""range"":45}]","practice_images/circle_rng45_N9_curv0_seed7.png","practice_images/circle_rng45_N9_curv0_seed7.png","practice_images/circle_rng45_N9_curv1_seed26.png","true","true","2","2","2","practice_images/circle_rng45_N9_curv1_seed26.png","45","9","1","26","true","",""
"html-button-response","32","2.1.0","379111","66463","noInstr","679968725","18","Female","No experience","I would check for size, orientation and outline of the shape. If it had similar features such as round edges or spikes. If it was tilted the same direction. Some shapes also looked very similar in terms of overall shape rather than the outlines. Sometimes a shape just stands out at first glance.","","","","","","","","","","","","","","","","","23665","<p>Practice is complete.</p>
            <p>When you are ready, click below to start the main experiment.</p>
            <p>The main task has <b>9 blocks</b>. You can take short breaks between blocks.</p>
            <p>On all trials, please respond thoughtfully. If you respond too fast, you will see a warning screen.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","33","2.1.0","385711","66463","noInstr","679968725","18","Female","No experience","I would check for size, orientation and outline of the shape. If it had similar features such as round edges or spikes. If it was tilted the same direction. Some shapes also looked very similar in terms of overall shape rather than the outlines. Sometimes a shape just stands out at first glance.","","","","","","","","","","","","","","","","","6598","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","1","9","exp_111","1-1-1","[18,10,13]","[14,15,26]","[{""id"":14,""curv"":1,""nv"":18,""range"":45},{""id"":15,""curv"":1,""nv"":27,""range"":12},{""id"":26,""curv"":2,""nv"":27,""range"":45}]","images/circle_rng12_N27_curv1_seed10.png","images/circle_rng45_N27_curv2_seed13.png","images/circle_rng45_N18_curv1_seed18.png","false","false","null","null","0","images/circle_rng12_N27_curv1_seed10.png","12","27","1","10","null","",""
"html-button-response","35","2.1.0","391944","66463","noInstr","679968725","18","Female","No experience","I would check for size, orientation and outline of the shape. If it had similar features such as round edges or spikes. If it was tilted the same direction. Some shapes also looked very similar in terms of overall shape rather than the outlines. Sometimes a shape just stands out at first glance.","","","","","","","","","","","","","","","","","6231","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","2","10","exp_111","1-1-1","[18,10,13]","[6,9,17]","[{""id"":6,""curv"":0,""nv"":27,""range"":12},{""id"":9,""curv"":1,""nv"":9,""range"":12},{""id"":17,""curv"":1,""nv"":27,""range"":45}]","images/circle_rng12_N27_curv0_seed18.png","images/circle_rng12_N9_curv1_seed10.png","images/circle_rng45_N27_curv1_seed13.png","false","false","null","null","2","images/circle_rng45_N27_curv1_seed13.png","45","27","1","13","null","",""
"html-button-response","37","2.1.0","394776","66463","noInstr","679968725","18","Female","No experience","I would check for size, orientation and outline of the shape. If it had similar features such as round edges or spikes. If it was tilted the same direction. Some shapes also looked very similar in terms of overall shape rather than the outlines. Sometimes a shape just stands out at first glance.","","","","","","","","","","","","","","","","","2831","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","3","11","exp_221","2-2-1","[10,18,13]","[12,13,15]","[{""id"":12,""curv"":1,""nv"":18,""range"":12},{""id"":13,""curv"":1,""nv"":18,""range"":25},{""id"":15,""curv"":1,""nv"":27,""range"":12}]","images/circle_rng25_N18_curv1_seed18.png","images/circle_rng12_N18_curv1_seed10.png","images/circle_rng12_N27_curv1_seed13.png","false","false","null","null","0","images/circle_rng25_N18_curv1_seed18.png","25","18","1","18","null","",""
"html-button-response","39","2.1.0","396610","66463","noInstr","679968725","18","Female","No experience","I would check for size, orientation and outline of the shape. If it had similar features such as round edges or spikes. If it was tilted the same direction. Some shapes also looked very similar in terms of overall shape rather than the outlines. Sometimes a shape just stands out at first glance.","","","","","","","","","","","","","","","","","1833","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","4","12","exp_111","1-1-1","[10,13,18]","[12,17,23]","[{""id"":12,""curv"":1,""nv"":18,""range"":12},{""id"":17,""curv"":1,""nv"":27,""range"":45},{""id"":23,""curv"":2,""nv"":18,""range"":45}]","images/circle_rng45_N18_curv2_seed18.png","images/circle_rng45_N27_curv1_seed13.png","images/circle_rng12_N18_curv1_seed10.png","false","false","null","null","2","images/circle_rng12_N18_curv1_seed10.png","12","18","1","10","null","",""
"html-button-response","41","2.1.0","399495","66463","noInstr","679968725","18","Female","No experience","I would check for size, orientation and outline of the shape. If it had similar features such as round edges or spikes. If it was tilted the same direction. Some shapes also looked very similar in terms of overall shape rather than the outlines. Sometimes a shape just stands out at first glance.","","","","","","","","","","","","","","","","","2882","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","5","13","exp_221","2-2-1","[18,10,13]","[0,1,6]","[{""id"":0,""curv"":0,""nv"":9,""range"":12},{""id"":1,""curv"":0,""nv"":9,""range"":25},{""id"":6,""curv"":0,""nv"":27,""range"":12}]","images/circle_rng25_N9_curv0_seed10.png","images/circle_rng12_N27_curv0_seed13.png","images/circle_rng12_N9_curv0_seed18.png","false","false","null","null","1","images/circle_rng12_N27_curv0_seed13.png","12","27","0","13","null","",""
"html-button-response","43","2.1.0","404145","66463","noInstr","679968725","18","Female","No experience","I would check for size, orientation and outline of the shape. If it had similar features such as round edges or spikes. If it was tilted the same direction. Some shapes also looked very similar in terms of overall shape rather than the outlines. Sometimes a shape just stands out at first glance.","","","","","","","","","","","","","","","","","4648","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","6","14","catch","3-2-2","[10,10,18]","[3,3,3]","[{""id"":3,""curv"":0,""nv"":18,""range"":12},{""id"":3,""curv"":0,""nv"":18,""range"":12},{""id"":3,""curv"":0,""nv"":27,""range"":12}]","images/circle_rng12_N18_curv0_seed10.png","images/circle_rng12_N27_curv0_seed18.png","images/circle_rng12_N18_curv0_seed10.png","false","true","1","1","1","images/circle_rng12_N27_curv0_seed18.png","12","27","0","18","true","",""
"html-button-response","45","2.1.0","409911","66463","noInstr","679968725","18","Female","No experience","I would check for size, orientation and outline of the shape. If it had similar features such as round edges or spikes. If it was tilted the same direction. Some shapes also looked very similar in terms of overall shape rather than the outlines. Sometimes a shape just stands out at first glance.","","","","","","","","","","","","","","","","","5764","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","7","15","exp_111","1-1-1","[18,13,10]","[15,21,25]","[{""id"":15,""curv"":1,""nv"":27,""range"":12},{""id"":21,""curv"":2,""nv"":18,""range"":12},{""id"":25,""curv"":2,""nv"":27,""range"":25}]","images/circle_rng25_N27_curv2_seed10.png","images/circle_rng12_N27_curv1_seed18.png","images/circle_rng12_N18_curv2_seed13.png","false","false","null","null","2","images/circle_rng12_N18_curv2_seed13.png","12","18","2","13","null","",""
"html-button-response","47","2.1.0","419644","66463","noInstr","679968725","18","Female","No experience","I would check for size, orientation and outline of the shape. If it had similar features such as round edges or spikes. If it was tilted the same direction. Some shapes also looked very similar in terms of overall shape rather than the outlines. Sometimes a shape just stands out at first glance.","","","","","","","","","","","","","","","","","9731","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","8","16","exp_221","2-2-1","[13,18,10]","[1,2,8]","[{""id"":1,""curv"":0,""nv"":9,""range"":25},{""id"":2,""curv"":0,""nv"":9,""range"":45},{""id"":8,""curv"":0,""nv"":27,""range"":45}]","images/circle_rng45_N9_curv0_seed18.png","images/circle_rng25_N9_curv0_seed13.png","images/circle_rng45_N27_curv0_seed10.png","false","false","null","null","2","images/circle_rng45_N27_curv0_seed10.png","45","27","0","10","null","",""
"html-button-response","49","2.1.0","442028","66463","noInstr","679968725","18","Female","No experience","I would check for size, orientation and outline of the shape. If it had similar features such as round edges or spikes. If it was tilted the same direction. Some shapes also looked very similar in terms of overall shape rather than the outlines. Sometimes a shape just stands out at first glance.","","","","","","","","","","","","","","","","","22381","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","9","17","exp_221","2-2-1","[10,18,13]","[4,5,7]","[{""id"":4,""curv"":0,""nv"":18,""range"":25},{""id"":5,""curv"":0,""nv"":18,""range"":45},{""id"":7,""curv"":0,""nv"":27,""range"":25}]","images/circle_rng25_N18_curv0_seed10.png","images/circle_rng25_N27_curv0_seed13.png","images/circle_rng45_N18_curv0_seed18.png","false","false","null","null","1","images/circle_rng25_N27_curv0_seed13.png","25","27","0","13","null","",""
"html-button-response","51","2.1.0","445060","66463","noInstr","679968725","18","Female","No experience","I would check for size, orientation and outline of the shape. If it had similar features such as round edges or spikes. If it was tilted the same direction. Some shapes also looked very similar in terms of overall shape rather than the outlines. Sometimes a shape just stands out at first glance.","","","","","","","","","","","","","","","","","3030","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","10","18","exp_111","1-1-1","[13,10,18]","[10,15,18]","[{""id"":10,""curv"":1,""nv"":9,""range"":25},{""id"":15,""curv"":1,""nv"":27,""range"":12},{""id"":18,""curv"":2,""nv"":9,""range"":12}]","images/circle_rng12_N9_curv2_seed18.png","images/circle_rng12_N27_curv1_seed10.png","images/circle_rng25_N9_curv1_seed13.png","false","false","null","null","1","images/circle_rng12_N27_curv1_seed10.png","12","27","1","10","null","",""
"html-button-response","53","2.1.0","449111","66463","noInstr","679968725","18","Female","No experience","I would check for size, orientation and outline of the shape. If it had similar features such as round edges or spikes. If it was tilted the same direction. Some shapes also looked very similar in terms of overall shape rather than the outlines. Sometimes a shape just stands out at first glance.","","","","","","","","","","","","","","","","","4050","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","11","19","exp_221","2-2-1","[10,18,13]","[14,20,23]","[{""id"":14,""curv"":1,""nv"":18,""range"":45},{""id"":20,""curv"":2,""nv"":9,""range"":45},{""id"":23,""curv"":2,""nv"":18,""range"":45}]","images/circle_rng45_N18_curv2_seed13.png","images/circle_rng45_N18_curv1_seed10.png","images/circle_rng45_N9_curv2_seed18.png","false","false","null","null","2","images/circle_rng45_N9_curv2_seed18.png","45","9","2","18","null","",""
"html-button-response","55","2.1.0","453678","66463","noInstr","679968725","18","Female","No experience","I would check for size, orientation and outline of the shape. If it had similar features such as round edges or spikes. If it was tilted the same direction. Some shapes also looked very similar in terms of overall shape rather than the outlines. Sometimes a shape just stands out at first glance.","","","","","","","","","","","","","","","","","4565","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","12","20","exp_111","1-1-1","[13,18,10]","[1,20,25]","[{""id"":1,""curv"":0,""nv"":9,""range"":25},{""id"":20,""curv"":2,""nv"":9,""range"":45},{""id"":25,""curv"":2,""nv"":27,""range"":25}]","images/circle_rng25_N27_curv2_seed10.png","images/circle_rng25_N9_curv0_seed13.png","images/circle_rng45_N9_curv2_seed18.png","false","false","null","null","0","images/circle_rng25_N27_curv2_seed10.png","25","27","2","10","null","",""
"html-button-response","57","2.1.0","459394","66463","noInstr","679968725","18","Female","No experience","I would check for size, orientation and outline of the shape. If it had similar features such as round edges or spikes. If it was tilted the same direction. Some shapes also looked very similar in terms of overall shape rather than the outlines. Sometimes a shape just stands out at first glance.","","","","","","","","","","","","","","","","","5714","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","13","21","exp_221","2-2-1","[13,10,18]","[11,16,17]","[{""id"":11,""curv"":1,""nv"":9,""range"":45},{""id"":16,""curv"":1,""nv"":27,""range"":25},{""id"":17,""curv"":1,""nv"":27,""range"":45}]","images/circle_rng25_N27_curv1_seed10.png","images/circle_rng45_N27_curv1_seed18.png","images/circle_rng45_N9_curv1_seed13.png","false","false","null","null","2","images/circle_rng45_N9_curv1_seed13.png","45","9","1","13","null","",""
