"trial_type","trial_index","plugin_version","time_elapsed","participant","expType","experiment_seed","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","seeds","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_range","chosen_N","chosen_curv","chosen_seed","correct","block_failed","blocks_failed_total"
"html-button-response","17","2.1.0","46735","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","2429","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","3","3","practice_ambiguous","1/1/0","[26,9,7]","[8,11,19]","[{""id"":8,""curv"":0,""nv"":27,""range"":45},{""id"":11,""curv"":1,""nv"":9,""range"":45},{""id"":19,""curv"":2,""nv"":9,""range"":25}]","practice_images/circle_rng25_N9_curv2_seed7.png","practice_images/circle_rng45_N27_curv0_seed26.png","practice_images/circle_rng45_N9_curv1_seed9.png","true","false","null","null","1","practice_images/circle_rng45_N27_curv0_seed26.png","45","27","0","26","null","",""
"html-button-response","19","2.1.0","48386","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","1649","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","2","","","","","practice","0","4","4","practice_catch","3-2-2","[9,9,26]","[1,1,1]","[{""id"":1,""curv"":0,""nv"":9,""range"":25},{""id"":1,""curv"":0,""nv"":9,""range"":25},{""id"":1,""curv"":1,""nv"":9,""range"":25}]","practice_images/circle_rng25_N9_curv0_seed9.png","practice_images/circle_rng25_N9_curv0_seed9.png","practice_images/circle_rng25_N9_curv1_seed26.png","true","true","2","2","2","practice_images/circle_rng25_N9_curv1_seed26.png","25","9","1","26","true","",""
"html-button-response","22","2.1.0","54052","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","5662","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","practice","0","5","5","practice_ambiguous","1/1/0","[7,9,26]","[6,10,17]","[{""id"":6,""curv"":0,""nv"":27,""range"":12},{""id"":10,""curv"":1,""nv"":9,""range"":25},{""id"":17,""curv"":1,""nv"":27,""range"":45}]","practice_images/circle_rng12_N27_curv0_seed7.png","practice_images/circle_rng45_N27_curv1_seed26.png","practice_images/circle_rng25_N9_curv1_seed9.png","true","false","null","null","2","practice_images/circle_rng25_N9_curv1_seed9.png","25","9","1","9","null","",""
"html-button-response","24","2.1.0","56318","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","2265","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","6","6","practice_ambiguous","1/1/0","[26,9,7]","[8,15,23]","[{""id"":8,""curv"":0,""nv"":27,""range"":45},{""id"":15,""curv"":1,""nv"":27,""range"":12},{""id"":23,""curv"":2,""nv"":18,""range"":45}]","practice_images/circle_rng45_N27_curv0_seed26.png","practice_images/circle_rng12_N27_curv1_seed9.png","practice_images/circle_rng45_N18_curv2_seed7.png","true","false","null","null","1","practice_images/circle_rng12_N27_curv1_seed9.png","12","27","1","9","null","",""
"html-button-response","26","2.1.0","58520","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","2200","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","0","","","","","practice","0","7","7","practice_catch","3-2-2","[7,7,9]","[12,12,12]","[{""id"":12,""curv"":1,""nv"":18,""range"":12},{""id"":12,""curv"":1,""nv"":18,""range"":12},{""id"":12,""curv"":1,""nv"":18,""range"":25}]","practice_images/circle_rng25_N18_curv1_seed9.png","practice_images/circle_rng12_N18_curv1_seed7.png","practice_images/circle_rng12_N18_curv1_seed7.png","true","true","0","0","0","practice_images/circle_rng25_N18_curv1_seed9.png","25","18","1","9","true","",""
"html-button-response","29","2.1.0","59503","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","980","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","2","","","","","practice","0","8","8","practice_catch","3-2-2","[26,26,9]","[17,17,17]","[{""id"":17,""curv"":1,""nv"":27,""range"":45},{""id"":17,""curv"":1,""nv"":27,""range"":45},{""id"":17,""curv"":1,""nv"":27,""range"":12}]","practice_images/circle_rng45_N27_curv1_seed26.png","practice_images/circle_rng45_N27_curv1_seed26.png","practice_images/circle_rng12_N27_curv1_seed9.png","true","true","2","2","2","practice_images/circle_rng12_N27_curv1_seed9.png","12","27","1","9","true","",""
"html-button-response","32","2.1.0","63269","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","3764","<p>Practice is complete.</p>
            <p>When you are ready, click below to start the main experiment.</p>
            <p>The main task has <b>9 blocks</b>. You can take short breaks between blocks.</p>
            <p>On all trials, please respond thoughtfully. If you respond too fast, you will see a warning screen.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","33","2.1.0","65085","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","1813","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","1","9","exp_111","1-1-1","[18,13,10]","[8,23,24]","[{""id"":8,""curv"":0,""nv"":27,""range"":45},{""id"":23,""curv"":2,""nv"":18,""range"":45},{""id"":24,""curv"":2,""nv"":27,""range"":12}]","images/circle_rng12_N27_curv2_seed10.png","images/circle_rng45_N18_curv2_seed13.png","images/circle_rng45_N27_curv0_seed18.png","false","false","null","null","2","images/circle_rng45_N27_curv0_seed18.png","45","27","0","18","null","",""
"html-button-response","35","2.1.0","67068","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","1982","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","2","10","exp_221","2-2-1","[10,18,13]","[0,18,21]","[{""id"":0,""curv"":0,""nv"":9,""range"":12},{""id"":18,""curv"":2,""nv"":9,""range"":12},{""id"":21,""curv"":2,""nv"":18,""range"":12}]","images/circle_rng12_N18_curv2_seed13.png","images/circle_rng12_N9_curv2_seed18.png","images/circle_rng12_N9_curv0_seed10.png","false","false","null","null","1","images/circle_rng12_N9_curv2_seed18.png","12","9","2","18","null","",""
"html-button-response","37","2.1.0","68086","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","1016","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","3","11","exp_111","1-1-1","[13,18,10]","[3,8,14]","[{""id"":3,""curv"":0,""nv"":18,""range"":12},{""id"":8,""curv"":0,""nv"":27,""range"":45},{""id"":14,""curv"":1,""nv"":18,""range"":45}]","images/circle_rng12_N18_curv0_seed13.png","images/circle_rng45_N27_curv0_seed18.png","images/circle_rng45_N18_curv1_seed10.png","false","false","null","null","0","images/circle_rng12_N18_curv0_seed13.png","12","18","0","13","null","",""
"html-button-response","39","2.1.0","69635","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","1546","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","4","12","exp_221","2-2-1","[10,13,18]","[0,1,7]","[{""id"":0,""curv"":0,""nv"":9,""range"":12},{""id"":1,""curv"":0,""nv"":9,""range"":25},{""id"":7,""curv"":0,""nv"":27,""range"":25}]","images/circle_rng25_N27_curv0_seed18.png","images/circle_rng12_N9_curv0_seed10.png","images/circle_rng25_N9_curv0_seed13.png","false","false","null","null","0","images/circle_rng25_N27_curv0_seed18.png","25","27","0","18","null","",""
"html-button-response","41","2.1.0","73153","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","3517","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","5","13","exp_221","2-2-1","[10,13,18]","[1,2,5]","[{""id"":1,""curv"":0,""nv"":9,""range"":25},{""id"":2,""curv"":0,""nv"":9,""range"":45},{""id"":5,""curv"":0,""nv"":18,""range"":45}]","images/circle_rng25_N9_curv0_seed10.png","images/circle_rng45_N9_curv0_seed13.png","images/circle_rng45_N18_curv0_seed18.png","false","false","null","null","2","images/circle_rng45_N18_curv0_seed18.png","45","18","0","18","null","",""
"html-button-response","43","2.1.0","74052","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","897","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","6","14","exp_111","1-1-1","[18,13,10]","[2,7,10]","[{""id"":2,""curv"":0,""nv"":9,""range"":45},{""id"":7,""curv"":0,""nv"":27,""range"":25},{""id"":10,""curv"":1,""nv"":9,""range"":25}]","images/circle_rng45_N9_curv0_seed18.png","images/circle_rng25_N9_curv1_seed10.png","images/circle_rng25_N27_curv0_seed13.png","false","false","null","null","2","images/circle_rng25_N27_curv0_seed13.png","25","27","0","13","null","",""
"html-button-response","45","2.1.0","75120","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","1066","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","7","15","exp_111","1-1-1","[13,18,10]","[14,16,26]","[{""id"":14,""curv"":1,""nv"":18,""range"":45},{""id"":16,""curv"":1,""nv"":27,""range"":25},{""id"":26,""curv"":2,""nv"":27,""range"":45}]","images/circle_rng45_N27_curv2_seed10.png","images/circle_rng45_N18_curv1_seed13.png","images/circle_rng25_N27_curv1_seed18.png","false","false","null","null","1","images/circle_rng45_N18_curv1_seed13.png","45","18","1","13","null","",""
"html-button-response","47","2.1.0","76003","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","880","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","8","16","exp_111","1-1-1","[13,18,10]","[0,4,21]","[{""id"":0,""curv"":0,""nv"":9,""range"":12},{""id"":4,""curv"":0,""nv"":18,""range"":25},{""id"":21,""curv"":2,""nv"":18,""range"":12}]","images/circle_rng12_N9_curv0_seed13.png","images/circle_rng12_N18_curv2_seed10.png","images/circle_rng25_N18_curv0_seed18.png","false","false","null","null","2","images/circle_rng25_N18_curv0_seed18.png","25","18","0","18","null","",""
"html-button-response","49","2.1.0","77068","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","1063","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","9","17","exp_221","2-2-1","[18,13,10]","[1,7,25]","[{""id"":1,""curv"":0,""nv"":9,""range"":25},{""id"":7,""curv"":0,""nv"":27,""range"":25},{""id"":25,""curv"":2,""nv"":27,""range"":25}]","images/circle_rng25_N9_curv0_seed18.png","images/circle_rng25_N27_curv2_seed10.png","images/circle_rng25_N27_curv0_seed13.png","false","false","null","null","0","images/circle_rng25_N9_curv0_seed18.png","25","9","0","18","null","",""
"html-button-response","51","2.1.0","78186","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","1116","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","10","18","exp_221","2-2-1","[13,18,10]","[20,25,26]","[{""id"":20,""curv"":2,""nv"":9,""range"":45},{""id"":25,""curv"":2,""nv"":27,""range"":25},{""id"":26,""curv"":2,""nv"":27,""range"":45}]","images/circle_rng45_N9_curv2_seed13.png","images/circle_rng25_N27_curv2_seed18.png","images/circle_rng45_N27_curv2_seed10.png","false","false","null","null","0","images/circle_rng45_N9_curv2_seed13.png","45","9","2","13","null","",""
"html-button-response","53","2.1.0","79136","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","947","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","11","19","catch","3-2-2","[18,18,10]","[5,5,5]","[{""id"":5,""curv"":0,""nv"":18,""range"":45},{""id"":5,""curv"":0,""nv"":18,""range"":45},{""id"":5,""curv"":0,""nv"":18,""range"":25}]","images/circle_rng25_N18_curv0_seed10.png","images/circle_rng45_N18_curv0_seed18.png","images/circle_rng45_N18_curv0_seed18.png","false","true","0","0","0","images/circle_rng25_N18_curv0_seed10.png","25","18","0","10","true","",""
"html-button-response","55","2.1.0","80668","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","1530","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","12","20","exp_221","2-2-1","[10,18,13]","[13,14,23]","[{""id"":13,""curv"":1,""nv"":18,""range"":25},{""id"":14,""curv"":1,""nv"":18,""range"":45},{""id"":23,""curv"":2,""nv"":18,""range"":45}]","images/circle_rng45_N18_curv1_seed18.png","images/circle_rng25_N18_curv1_seed10.png","images/circle_rng45_N18_curv2_seed13.png","false","false","null","null","2","images/circle_rng45_N18_curv2_seed13.png","45","18","2","13","null","",""
"html-button-response","57","2.1.0","82102","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","1432","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","13","21","exp_221","2-2-1","[10,13,18]","[6,12,15]","[{""id"":6,""curv"":0,""nv"":27,""range"":12},{""id"":12,""curv"":1,""nv"":18,""range"":12},{""id"":15,""curv"":1,""nv"":27,""range"":12}]","images/circle_rng12_N27_curv0_seed10.png","images/circle_rng12_N27_curv1_seed18.png","images/circle_rng12_N18_curv1_seed13.png","false","false","null","null","2","images/circle_rng12_N18_curv1_seed13.png","12","18","1","13","null","",""
"html-button-response","59","2.1.0","84835","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","2730","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","14","22","exp_221","2-2-1","[10,18,13]","[7,8,26]","[{""id"":7,""curv"":0,""nv"":27,""range"":25},{""id"":8,""curv"":0,""nv"":27,""range"":45},{""id"":26,""curv"":2,""nv"":27,""range"":45}]","images/circle_rng45_N27_curv2_seed13.png","images/circle_rng45_N27_curv0_seed18.png","images/circle_rng25_N27_curv0_seed10.png","false","false","null","null","0","images/circle_rng45_N27_curv2_seed13.png","45","27","2","13","null","",""
"html-button-response","61","2.1.0","87102","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","2265","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","15","23","exp_111","1-1-1","[13,10,18]","[4,6,21]","[{""id"":4,""curv"":0,""nv"":18,""range"":25},{""id"":6,""curv"":0,""nv"":27,""range"":12},{""id"":21,""curv"":2,""nv"":18,""range"":12}]","images/circle_rng25_N18_curv0_seed13.png","images/circle_rng12_N18_curv2_seed18.png","images/circle_rng12_N27_curv0_seed10.png","false","false","null","null","0","images/circle_rng25_N18_curv0_seed13.png","25","18","0","13","null","",""
"html-button-response","63","2.1.0","91118","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","4014","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","16","24","exp_221","2-2-1","[10,18,13]","[16,22,25]","[{""id"":16,""curv"":1,""nv"":27,""range"":25},{""id"":22,""curv"":2,""nv"":18,""range"":25},{""id"":25,""curv"":2,""nv"":27,""range"":25}]","images/circle_rng25_N18_curv2_seed18.png","images/circle_rng25_N27_curv1_seed10.png","images/circle_rng25_N27_curv2_seed13.png","false","false","null","null","1","images/circle_rng25_N27_curv1_seed10.png","25","27","1","10","null","",""
"html-button-response","65","2.1.0","92152","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","1032","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","17","25","exp_111","1-1-1","[10,18,13]","[0,8,11]","[{""id"":0,""curv"":0,""nv"":9,""range"":12},{""id"":8,""curv"":0,""nv"":27,""range"":45},{""id"":11,""curv"":1,""nv"":9,""range"":45}]","images/circle_rng45_N9_curv1_seed13.png","images/circle_rng12_N9_curv0_seed10.png","images/circle_rng45_N27_curv0_seed18.png","false","false","null","null","2","images/circle_rng45_N27_curv0_seed18.png","45","27","0","18","null","",""
"html-button-response","67","2.1.0","94535","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","2381","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","18","26","exp_111","1-1-1","[13,18,10]","[3,7,15]","[{""id"":3,""curv"":0,""nv"":18,""range"":12},{""id"":7,""curv"":0,""nv"":27,""range"":25},{""id"":15,""curv"":1,""nv"":27,""range"":12}]","images/circle_rng12_N18_curv0_seed13.png","images/circle_rng25_N27_curv0_seed18.png","images/circle_rng12_N27_curv1_seed10.png","false","false","null","null","1","images/circle_rng25_N27_curv0_seed18.png","25","27","0","18","null","",""
"html-button-response","69","2.1.0","97436","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","2899","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","19","27","exp_221","2-2-1","[18,10,13]","[8,25,26]","[{""id"":8,""curv"":0,""nv"":27,""range"":45},{""id"":25,""curv"":2,""nv"":27,""range"":25},{""id"":26,""curv"":2,""nv"":27,""range"":45}]","images/circle_rng45_N27_curv0_seed18.png","images/circle_rng45_N27_curv2_seed13.png","images/circle_rng25_N27_curv2_seed10.png","false","false","null","null","0","images/circle_rng45_N27_curv0_seed18.png","45","27","0","18","null","",""
"html-button-response","71","2.1.0","99685","69898","noInstr","566198110","18","Female","Limited, occasional experience","comparing with two others? if there was a curved line / straight line","","","","","","","","","","","","","","","","","2247","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","20","28","exp_221","2-2-1","[10,13,18]","[12,18,21]","[{""id"":12,""curv"":1,""nv"":18,""range"":12},{""id"":18,""curv"":2,""nv"":9,""range"":12},{""id"":21,""curv"":2,""nv"":18,""range"":12}]","images/circle_rng12_N18_curv1_seed10.png","images/circle_rng12_N18_curv2_seed18.png","images/circle_rng12_N9_curv2_seed13.png","false","false","null","null","2","images/circle_rng12_N9_curv2_seed13.png","12","9","2","13","null","",""
