fname,shape_family,range_px,N,rep,curv_level,base_R,angle_jitter_deg,win,passes,perimeter_px,area_px2,curv_energy,mean_abs_kappa,max_abs_kappa,canvas_px,margin_px,line_width_px,seed_like,engine
images/circle_rng12_N9_curv0_seed12.png,circle,12,9,1,curv0,100,2.0,0,0,3070.753,667444.153,5.838450,0.002425,1.755092,1200,60,8,12,circle+moving_avg
images/circle_rng12_N9_curv1_seed12.png,circle,12,9,1,curv1,100,2.0,44,2,3088.612,688291.146,0.113292,0.002239,0.045495,1200,60,8,12,circle+moving_avg
images/circle_rng12_N9_curv2_seed12.png,circle,12,9,1,curv2,100,2.0,80,5,3123.488,724515.115,0.039567,0.002172,0.014731,1200,60,8,12,circle+moving_avg
images/circle_rng25_N9_curv0_seed12.png,circle,25,9,1,curv0,100,2.0,0,0,2765.212,496173.176,16.439011,0.003617,3.660974,1200,60,8,12,circle+moving_avg
images/circle_rng25_N9_curv1_seed12.png,circle,25,9,1,curv1,100,2.0,44,2,2780.567,514348.187,0.210412,0.003026,0.115738,1200,60,8,12,circle+moving_avg
images/circle_rng25_N9_curv2_seed12.png,circle,25,9,1,curv2,100,2.0,80,5,2809.637,546435.524,0.073020,0.002922,0.037377,1200,60,8,12,circle+moving_avg
images/circle_rng45_N9_curv0_seed12.png,circle,45,9,1,curv0,100,2.0,0,0,3474.366,447017.248,167.828829,0.008012,12.537903,1200,60,8,12,circle+moving_avg
images/circle_rng45_N9_curv1_seed12.png,circle,45,9,1,curv1,100,2.0,44,2,3391.168,450481.117,0.689465,0.004902,0.362875,1200,60,8,12,circle+moving_avg
images/circle_rng45_N9_curv2_seed12.png,circle,45,9,1,curv2,100,2.0,80,5,3238.444,454638.927,0.242232,0.004858,0.120005,1200,60,8,12,circle+moving_avg
images/circle_rng12_N18_curv0_seed12.png,circle,12,18,1,curv0,100,2.0,0,0,3343.791,703474.388,12.666423,0.005044,2.020937,1200,60,8,12,circle+moving_avg
images/circle_rng12_N18_curv1_seed12.png,circle,12,18,1,curv1,100,2.0,44,2,3330.898,729989.343,0.235963,0.004636,0.056781,1200,60,8,12,circle+moving_avg
images/circle_rng12_N18_curv2_seed12.png,circle,12,18,1,curv2,100,2.0,80,5,3196.328,726764.117,0.082113,0.004136,0.018968,1200,60,8,12,circle+moving_avg
images/circle_rng25_N18_curv0_seed12.png,circle,25,18,1,curv0,100,2.0,0,0,3711.045,599424.193,66.065875,0.007094,6.498250,1200,60,8,12,circle+moving_avg
images/circle_rng25_N18_curv1_seed12.png,circle,25,18,1,curv1,100,2.0,44,2,3665.768,626210.872,0.564127,0.005774,0.178006,1200,60,8,12,circle+moving_avg
images/circle_rng25_N18_curv2_seed12.png,circle,25,18,1,curv2,100,2.0,80,5,3579.545,675785.826,0.189242,0.004985,0.057438,1200,60,8,12,circle+moving_avg
images/circle_rng45_N18_curv0_seed12.png,circle,45,18,1,curv0,100,2.0,0,0,4945.726,538289.292,85.185787,0.008956,3.662356,1200,60,8,12,circle+moving_avg
images/circle_rng45_N18_curv1_seed12.png,circle,45,18,1,curv1,100,2.0,44,2,4780.956,571464.035,1.263034,0.007655,0.544817,1200,60,8,12,circle+moving_avg
images/circle_rng45_N18_curv2_seed12.png,circle,45,18,1,curv2,100,2.0,80,5,4307.323,600743.293,0.452486,0.007437,0.177578,1200,60,8,12,circle+moving_avg
images/circle_rng12_N27_curv0_seed12.png,circle,12,27,1,curv0,100,2.0,0,0,3647.125,718965.909,32.204980,0.008294,2.566987,1200,60,8,12,circle+moving_avg
images/circle_rng12_N27_curv1_seed12.png,circle,12,27,1,curv1,100,2.0,44,2,3548.824,740534.352,0.452692,0.007293,0.073926,1200,60,8,12,circle+moving_avg
images/circle_rng12_N27_curv2_seed12.png,circle,12,27,1,curv2,100,2.0,80,5,3375.680,778779.623,0.127636,0.005152,0.021982,1200,60,8,12,circle+moving_avg
images/circle_rng25_N27_curv0_seed12.png,circle,25,27,1,curv0,100,2.0,0,0,4322.224,499380.036,92.860785,0.011093,5.252544,1200,60,8,12,circle+moving_avg
images/circle_rng25_N27_curv1_seed12.png,circle,25,27,1,curv1,100,2.0,44,2,4074.605,512200.609,1.378315,0.010147,0.304759,1200,60,8,12,circle+moving_avg
images/circle_rng25_N27_curv2_seed12.png,circle,25,27,1,curv2,100,2.0,80,5,3606.452,551704.952,0.518158,0.009391,0.098199,1200,60,8,12,circle+moving_avg
images/circle_rng45_N27_curv0_seed12.png,circle,45,27,1,curv0,100,2.0,0,0,5924.500,386468.642,11901.020181,0.039819,76.730712,1200,60,8,12,circle+moving_avg
images/circle_rng45_N27_curv1_seed12.png,circle,45,27,1,curv1,100,2.0,44,2,5382.834,399102.603,8.445059,0.016970,1.901761,1200,60,8,12,circle+moving_avg
images/circle_rng45_N27_curv2_seed12.png,circle,45,27,1,curv2,100,2.0,80,5,4404.993,436937.761,2.776649,0.016217,0.604712,1200,60,8,12,circle+moving_avg
