fname,shape_family,range_px,N,rep,curv_level,base_R,angle_jitter_deg,win,passes,perimeter_px,area_px2,curv_energy,mean_abs_kappa,max_abs_kappa,canvas_px,margin_px,line_width_px,seed_like,engine
images/circle_rng12_N9_curv0_seed18.png,circle,12,9,1,curv0,100,2.0,0,0,3056.283,661727.349,7.715956,0.002513,1.976360,1200,60,8,18,circle+moving_avg
images/circle_rng12_N9_curv1_seed18.png,circle,12,9,1,curv1,100,2.0,44,2,3069.273,680200.506,0.112777,0.002251,0.043955,1200,60,8,18,circle+moving_avg
images/circle_rng12_N9_curv2_seed18.png,circle,12,9,1,curv2,100,2.0,80,5,3093.977,711085.605,0.039520,0.002191,0.014241,1200,60,8,18,circle+moving_avg
images/circle_rng25_N9_curv0_seed18.png,circle,25,9,1,curv0,100,2.0,0,0,3076.768,585186.593,26.389373,0.003732,4.393788,1200,60,8,18,circle+moving_avg
images/circle_rng25_N9_curv1_seed18.png,circle,25,9,1,curv1,100,2.0,44,2,3083.149,603998.141,0.211887,0.002925,0.110923,1200,60,8,18,circle+moving_avg
images/circle_rng25_N9_curv2_seed18.png,circle,25,9,1,curv2,100,2.0,80,5,3094.276,636013.846,0.073845,0.002836,0.035884,1200,60,8,18,circle+moving_avg
images/circle_rng45_N9_curv0_seed18.png,circle,45,9,1,curv0,100,2.0,0,0,2939.141,422960.510,21.244884,0.004610,2.706906,1200,60,8,18,circle+moving_avg
images/circle_rng45_N9_curv1_seed18.png,circle,45,9,1,curv1,100,2.0,44,2,2917.841,433748.942,0.297538,0.003921,0.074134,1200,60,8,18,circle+moving_avg
images/circle_rng45_N9_curv2_seed18.png,circle,45,9,1,curv2,100,2.0,80,5,2876.509,450955.936,0.103781,0.003734,0.024190,1200,60,8,18,circle+moving_avg
images/circle_rng12_N18_curv0_seed18.png,circle,12,18,1,curv0,100,2.0,0,0,3147.144,643663.512,9.087836,0.004213,1.961478,1200,60,8,18,circle+moving_avg
images/circle_rng12_N18_curv1_seed18.png,circle,12,18,1,curv1,100,2.0,44,2,3140.054,660852.726,0.171098,0.003921,0.063212,1200,60,8,18,circle+moving_avg
images/circle_rng12_N18_curv2_seed18.png,circle,12,18,1,curv2,100,2.0,80,5,3126.050,689032.231,0.059355,0.003368,0.020612,1200,60,8,18,circle+moving_avg
images/circle_rng25_N18_curv0_seed18.png,circle,25,18,1,curv0,100,2.0,0,0,3824.467,487524.298,264.693927,0.014949,9.934138,1200,60,8,18,circle+moving_avg
images/circle_rng25_N18_curv1_seed18.png,circle,25,18,1,curv1,100,2.0,44,2,3720.620,519933.110,1.215374,0.009017,0.229991,1200,60,8,18,circle+moving_avg
images/circle_rng25_N18_curv2_seed18.png,circle,25,18,1,curv2,100,2.0,80,5,3517.272,587403.161,0.400933,0.007725,0.072068,1200,60,8,18,circle+moving_avg
images/circle_rng45_N18_curv0_seed18.png,circle,45,18,1,curv0,100,2.0,0,0,5017.808,367596.914,2712.702165,0.022046,39.586135,1200,60,8,18,circle+moving_avg
images/circle_rng45_N18_curv1_seed18.png,circle,45,18,1,curv1,100,2.0,44,2,4827.507,402021.309,4.480094,0.012980,1.002989,1200,60,8,18,circle+moving_avg
images/circle_rng45_N18_curv2_seed18.png,circle,45,18,1,curv2,100,2.0,80,5,4226.975,446778.818,1.494049,0.012403,0.326388,1200,60,8,18,circle+moving_avg
images/circle_rng12_N27_curv0_seed18.png,circle,12,27,1,curv0,100,2.0,0,0,3772.344,704922.455,43.285900,0.009536,2.733777,1200,60,8,18,circle+moving_avg
images/circle_rng12_N27_curv1_seed18.png,circle,12,27,1,curv1,100,2.0,44,2,3578.409,705349.648,0.620389,0.008422,0.087498,1200,60,8,18,circle+moving_avg
images/circle_rng12_N27_curv2_seed18.png,circle,12,27,1,curv2,100,2.0,80,5,3267.646,716097.741,0.178085,0.006071,0.026569,1200,60,8,18,circle+moving_avg
images/circle_rng25_N27_curv0_seed18.png,circle,25,27,1,curv0,100,2.0,0,0,4619.821,512224.188,375.179930,0.018440,9.673218,1200,60,8,18,circle+moving_avg
images/circle_rng25_N27_curv1_seed18.png,circle,25,27,1,curv1,100,2.0,44,2,4301.213,541078.927,2.105283,0.012561,0.284583,1200,60,8,18,circle+moving_avg
images/circle_rng25_N27_curv2_seed18.png,circle,25,27,1,curv2,100,2.0,80,5,3655.969,599731.626,0.689073,0.010815,0.088085,1200,60,8,18,circle+moving_avg
images/circle_rng45_N27_curv0_seed18.png,circle,45,27,1,curv0,100,2.0,0,0,5764.281,333187.702,467.237156,0.018901,13.427764,1200,60,8,18,circle+moving_avg
images/circle_rng45_N27_curv1_seed18.png,circle,45,27,1,curv1,100,2.0,44,2,5194.150,350164.879,9.133000,0.019784,1.643198,1200,60,8,18,circle+moving_avg
images/circle_rng45_N27_curv2_seed18.png,circle,45,27,1,curv2,100,2.0,80,5,4041.665,393011.139,2.941604,0.018457,0.519133,1200,60,8,18,circle+moving_avg
