fname,shape_family,range_px,N,rep,curv_level,base_R,angle_jitter_deg,win,passes,perimeter_px,area_px2,curv_energy,mean_abs_kappa,max_abs_kappa,canvas_px,margin_px,line_width_px,seed_like,engine
images/circle_rng12_N9_curv0_seed26.png,circle,12,9,1,curv0,100,2.0,0,0,3071.166,670288.841,7.255654,0.002465,1.433846,1200,60,8,26,circle+moving_avg
images/circle_rng12_N9_curv1_seed26.png,circle,12,9,1,curv1,100,2.0,44,2,3091.340,692030.271,0.109275,0.002225,0.045370,1200,60,8,26,circle+moving_avg
images/circle_rng12_N9_curv2_seed26.png,circle,12,9,1,curv2,100,2.0,80,5,3130.930,729969.383,0.038117,0.002156,0.014726,1200,60,8,26,circle+moving_avg
images/circle_rng25_N9_curv0_seed26.png,circle,25,9,1,curv0,100,2.0,0,0,2602.776,429220.379,13.413274,0.003400,3.094398,1200,60,8,26,circle+moving_avg
images/circle_rng25_N9_curv1_seed26.png,circle,25,9,1,curv1,100,2.0,44,2,2619.004,445430.414,0.231147,0.002971,0.127652,1200,60,8,26,circle+moving_avg
images/circle_rng25_N9_curv2_seed26.png,circle,25,9,1,curv2,100,2.0,80,5,2650.479,474517.685,0.080086,0.002861,0.041265,1200,60,8,26,circle+moving_avg
images/circle_rng45_N9_curv0_seed26.png,circle,45,9,1,curv0,100,2.0,0,0,2788.283,384810.657,24.498059,0.004825,2.821992,1200,60,8,26,circle+moving_avg
images/circle_rng45_N9_curv1_seed26.png,circle,45,9,1,curv1,100,2.0,44,2,2780.572,397708.468,0.297425,0.004003,0.075527,1200,60,8,26,circle+moving_avg
images/circle_rng45_N9_curv2_seed26.png,circle,45,9,1,curv2,100,2.0,80,5,2765.222,419620.694,0.102617,0.003766,0.024434,1200,60,8,26,circle+moving_avg
images/circle_rng12_N18_curv0_seed26.png,circle,12,18,1,curv0,100,2.0,0,0,3557.212,773350.793,16.519855,0.004605,2.392116,1200,60,8,26,circle+moving_avg
images/circle_rng12_N18_curv1_seed26.png,circle,12,18,1,curv1,100,2.0,44,2,3557.488,807919.752,0.231615,0.004038,0.061624,1200,60,8,26,circle+moving_avg
images/circle_rng12_N18_curv2_seed26.png,circle,12,18,1,curv2,100,2.0,80,5,3559.574,872494.801,0.078405,0.003513,0.019774,1200,60,8,26,circle+moving_avg
images/circle_rng25_N18_curv0_seed26.png,circle,25,18,1,curv0,100,2.0,0,0,3565.023,568491.928,16.664952,0.005722,1.989362,1200,60,8,26,circle+moving_avg
images/circle_rng25_N18_curv1_seed26.png,circle,25,18,1,curv1,100,2.0,44,2,3459.220,567529.992,0.306296,0.005251,0.057682,1200,60,8,26,circle+moving_avg
images/circle_rng25_N18_curv2_seed26.png,circle,25,18,1,curv2,100,2.0,80,5,3268.620,563659.302,0.118826,0.005083,0.019212,1200,60,8,26,circle+moving_avg
images/circle_rng45_N18_curv0_seed26.png,circle,45,18,1,curv0,100,2.0,0,0,5458.547,408825.906,1113.134979,0.020391,17.767665,1200,60,8,26,circle+moving_avg
images/circle_rng45_N18_curv1_seed26.png,circle,45,18,1,curv1,100,2.0,44,2,5168.442,450862.468,4.218241,0.013607,0.659518,1200,60,8,26,circle+moving_avg
images/circle_rng45_N18_curv2_seed26.png,circle,45,18,1,curv2,100,2.0,80,5,4329.387,502619.760,1.402877,0.012796,0.211524,1200,60,8,26,circle+moving_avg
images/circle_rng12_N27_curv0_seed26.png,circle,12,27,1,curv0,100,2.0,0,0,3656.967,741165.526,21.187310,0.007208,1.516684,1200,60,8,26,circle+moving_avg
images/circle_rng12_N27_curv1_seed26.png,circle,12,27,1,curv1,100,2.0,44,2,3545.722,747490.125,0.316936,0.006546,0.036441,1200,60,8,26,circle+moving_avg
images/circle_rng12_N27_curv2_seed26.png,circle,12,27,1,curv2,100,2.0,80,5,3355.344,757768.530,0.102345,0.004854,0.011215,1200,60,8,26,circle+moving_avg
images/circle_rng25_N27_curv0_seed26.png,circle,25,27,1,curv0,100,2.0,0,0,4429.873,495690.907,422.329189,0.016924,13.538938,1200,60,8,26,circle+moving_avg
images/circle_rng25_N27_curv1_seed26.png,circle,25,27,1,curv1,100,2.0,44,2,4226.296,535766.135,1.944075,0.011690,0.337682,1200,60,8,26,circle+moving_avg
images/circle_rng25_N27_curv2_seed26.png,circle,25,27,1,curv2,100,2.0,80,5,3814.455,622231.415,0.636466,0.009704,0.102402,1200,60,8,26,circle+moving_avg
images/circle_rng45_N27_curv0_seed26.png,circle,45,27,1,curv0,100,2.0,0,0,6787.215,432950.517,1112.265301,0.026376,15.302568,1200,60,8,26,circle+moving_avg
images/circle_rng45_N27_curv1_seed26.png,circle,45,27,1,curv1,100,2.0,44,2,5931.827,445015.855,7.699372,0.018390,1.457897,1200,60,8,26,circle+moving_avg
images/circle_rng45_N27_curv2_seed26.png,circle,45,27,1,curv2,100,2.0,80,5,4291.431,478883.785,2.370170,0.017025,0.418529,1200,60,8,26,circle+moving_avg
