fname,shape_family,range_px,N,rep,curv_level,base_R,angle_jitter_deg,win,passes,perimeter_px,area_px2,curv_energy,mean_abs_kappa,max_abs_kappa,canvas_px,margin_px,line_width_px,seed_like,engine
images/circle_rng12_N9_curv0_seed7.png,circle,12,9,1,curv0,100,2.0,0,0,3232.335,754754.214,6.383711,0.002319,1.936754,1200,60,8,7,circle+moving_avg
images/circle_rng12_N9_curv1_seed7.png,circle,12,9,1,curv1,100,2.0,44,2,3231.470,768054.274,0.098288,0.002121,0.044688,1200,60,8,7,circle+moving_avg
images/circle_rng12_N9_curv2_seed7.png,circle,12,9,1,curv2,100,2.0,80,5,3229.731,787814.274,0.034761,0.002084,0.014626,1200,60,8,7,circle+moving_avg
images/circle_rng25_N9_curv0_seed7.png,circle,25,9,1,curv0,100,2.0,0,0,2939.582,482911.908,21.977207,0.004229,3.336386,1200,60,8,7,circle+moving_avg
images/circle_rng25_N9_curv1_seed7.png,circle,25,9,1,curv1,100,2.0,44,2,2945.360,502548.511,0.313995,0.003658,0.111558,1200,60,8,7,circle+moving_avg
images/circle_rng25_N9_curv2_seed7.png,circle,25,9,1,curv2,100,2.0,80,5,2957.238,538844.704,0.108488,0.003517,0.035893,1200,60,8,7,circle+moving_avg
images/circle_rng45_N9_curv0_seed7.png,circle,45,9,1,curv0,100,2.0,0,0,3177.821,409192.422,88.917513,0.006689,8.619941,1200,60,8,7,circle+moving_avg
images/circle_rng45_N9_curv1_seed7.png,circle,45,9,1,curv1,100,2.0,44,2,3144.951,420395.824,0.722786,0.004687,0.281307,1200,60,8,7,circle+moving_avg
images/circle_rng45_N9_curv2_seed7.png,circle,45,9,1,curv2,100,2.0,80,5,3081.356,439753.517,0.250096,0.004559,0.092026,1200,60,8,7,circle+moving_avg
images/circle_rng12_N18_curv0_seed7.png,circle,12,18,1,curv0,100,2.0,0,0,3314.895,655459.201,23.912139,0.005848,2.615164,1200,60,8,7,circle+moving_avg
images/circle_rng12_N18_curv1_seed7.png,circle,12,18,1,curv1,100,2.0,44,2,3296.924,684209.843,0.322052,0.005032,0.063904,1200,60,8,7,circle+moving_avg
images/circle_rng12_N18_curv2_seed7.png,circle,12,18,1,curv2,100,2.0,80,5,3263.578,738504.882,0.107200,0.004324,0.020522,1200,60,8,7,circle+moving_avg
images/circle_rng25_N18_curv0_seed7.png,circle,25,18,1,curv0,100,2.0,0,0,3874.379,466083.481,293.509723,0.015079,8.741463,1200,60,8,7,circle+moving_avg
images/circle_rng25_N18_curv1_seed7.png,circle,25,18,1,curv1,100,2.0,44,2,3771.687,498144.726,1.306390,0.009139,0.218288,1200,60,8,7,circle+moving_avg
images/circle_rng25_N18_curv2_seed7.png,circle,25,18,1,curv2,100,2.0,80,5,3568.155,568181.382,0.434582,0.008040,0.068796,1200,60,8,7,circle+moving_avg
images/circle_rng45_N18_curv0_seed7.png,circle,45,18,1,curv0,100,2.0,0,0,4502.231,372596.454,1104.553266,0.021091,19.188745,1200,60,8,7,circle+moving_avg
images/circle_rng45_N18_curv1_seed7.png,circle,45,18,1,curv1,100,2.0,44,2,4346.765,394769.828,2.969724,0.010494,0.748262,1200,60,8,7,circle+moving_avg
images/circle_rng45_N18_curv2_seed7.png,circle,45,18,1,curv2,100,2.0,80,5,4031.209,442337.343,0.988686,0.009855,0.236729,1200,60,8,7,circle+moving_avg
images/circle_rng12_N27_curv0_seed7.png,circle,12,27,1,curv0,100,2.0,0,0,3982.654,746718.572,47.319203,0.010663,2.997139,1200,60,8,7,circle+moving_avg
images/circle_rng12_N27_curv1_seed7.png,circle,12,27,1,curv1,100,2.0,44,2,3750.396,755484.406,0.743698,0.009296,0.087002,1200,60,8,7,circle+moving_avg
images/circle_rng12_N27_curv2_seed7.png,circle,12,27,1,curv2,100,2.0,80,5,3363.977,774118.538,0.186802,0.006359,0.026446,1200,60,8,7,circle+moving_avg
images/circle_rng25_N27_curv0_seed7.png,circle,25,27,1,curv0,100,2.0,0,0,4763.363,507609.690,294.826317,0.016930,8.171536,1200,60,8,7,circle+moving_avg
images/circle_rng25_N27_curv1_seed7.png,circle,25,27,1,curv1,100,2.0,44,2,4321.284,513956.891,2.574194,0.013551,0.462668,1200,60,8,7,circle+moving_avg
images/circle_rng25_N27_curv2_seed7.png,circle,25,27,1,curv2,100,2.0,80,5,3562.545,546563.263,0.849359,0.011917,0.150318,1200,60,8,7,circle+moving_avg
images/circle_rng45_N27_curv0_seed7.png,circle,45,27,1,curv0,100,2.0,0,0,5946.598,409006.934,3662.774141,0.026462,43.457831,1200,60,8,7,circle+moving_avg
images/circle_rng45_N27_curv1_seed7.png,circle,45,27,1,curv1,100,2.0,44,2,5430.316,430297.506,5.783008,0.015254,1.049627,1200,60,8,7,circle+moving_avg
images/circle_rng45_N27_curv2_seed7.png,circle,45,27,1,curv2,100,2.0,80,5,4461.704,484355.670,1.892719,0.014177,0.330009,1200,60,8,7,circle+moving_avg
